,Texto
51,"xxbcet AVISO DE RESULTADO DE JULGAMENTO xxecet
xxbcet CONCORRÊNCIA No 29/05 xxecet
A COMISSÃO ESPECIAL DE LICITAÇÃO CONCORRÊNCIA, DA SUBSECRETARIA
xxbcet — xxecet
DE COMPRAS E LICIT. AÇÕES, DA SECRETARIA DE ESTADO DE FAZENDA DO DIS-
TRITO FEDERAL, comunica aos interessados que o resultado do julgamento das propostas
técnicas da Concorrência 29/05 SUCOM/SEF, processo no 040.001.891/2005 encontra-se afixa-
do no Quadro de Avisos do protocolo, no Setor Bancário Sul, Qd. 02, Bloco “L”, térreo, Ed. Lino
Martins Pinto e disponibilizado no endereço eletrônico www fazenda df gov br. A data de abertu-
xxeob



xxbob
No 90, sexta-feira, 12 de maio de 2006
xxeob

xxbob
Diário Oficial do Distrito Federal
xxeob

xxbob
PÁGINA 55
xxeob

xxbob
ra dos envelopes de Propostas de Preços, está prevista para o dia 22 de maio de 2006 às 09:00
horas, no SBS Qd. 02, Bloco “L”, 5 o andar, Ed. Lino Martins Pinto, caso não haja interposição
de recurso contra o resultado do julgamento.
xxbcet BÁRBARA HAMÚ xxecet
xxbcet Presidente xxecet
xxeob

xxbob"
52,"xxbcet AVISO DO RESULTADO DE RECURSO E JULGAMENTO xxecet
xxbcet PREGÃO PRESENCIAL No 78/2006. xxecet
A PREGOEIRA comunica aos interessados que foi deferido o recurso interposto pela empresa
BLAUSIEGEL INDÚSTRIA E COMÉRCIO LTDA, conforme Parecer Técnico no 028/2006/R-
ASTEL/SUCOM, revendo o julgamento e declarando-a vencedora para os itens 03, 04 e 05. Os
autos encontram-se à disposição dos interessados e o Resultado de Julgamento afixado no quadro de
avisos desta Subsecretaria de Compras e Licitações do Distrito Federal no Setor Bancário Sul
Quadra 02, Bloco “L”, 5o andar, Edifício Lino Martins Pinto, ou no endereço eletrônico
www.compras.df.gov.br.
xxbcet Brasília/DF, 11 de maio de 2006. xxecet
xxbcet LUCIMAR PINHEIRO DE DEUS xxecet
xxeob

xxbob"
53,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO No 01/2006 xxecet
Objeto: Pregão Presencial - Aquisição do KIT DIGITAL do Programa Ponto de Cultura
para atender ao convênio no 964/2005 e Processo 01400.007724/2005-43 do Ministério
da Cultura conforme Edital que estará disponivel em horário comercial no seguinte
-
endereço: QN 510 Conj. 02 Lote 03 Sala 210 Samambaia-DF. Entrega e abertura das
-
Propostas: 24/05/2006 às 09:30. O valor do edital é de R$ 30,00 (trinta reais). Clebianor
Vieira da Costa, Pregoeiro.
DAR-1140/06.
xxeob

xxbob
xxbcet SINDICATO DOS EMPREGADOS EM POSTOS xxecet
xxbcet DE SERVIÇOS DE COMBUSTÍVEIS E DERIVADOS xxecet
xxbcet DE PETRÓLEO DO DISTRITO FEDERAL xxecet
xxeob

xxbob
xxbcet EDITAL DE CONVOCAÇÃO DE ASSEMBLÉIA DE FUNDAÇÃO xxecet
Pelo presente edital, ficam convocados todos os empregados em Postos de Serviços de
Combustíveis e Derivados de Petróleo e Lojas de Conveniência de Postos do Distrito
Federal, que exerçam funções de: frentista diurno e noturno, gerente, caixa, pessoal de
escritório, lavador, valeteiro, enxugador, lubrificador, encarregado, chefe de pista, borra-
cheiro, recepcionista, vendedor de loja de conveniência, promotor de vendas, faxineiro e
todos que prestam qualquer tipo de serviços em postos de serviços de combustíveis e
derivados de petróleo e em lojas de conveniência de postos nas empresas localizadas na
área territorial do Distrito Federal, para se reunirem em Assembléia Geral Extraordinária
no dia 27 de maio de 2006, no Auditório da Administração do Guará, Área Especial, CAVE
Guará II, Distrito Federal, às 10 horas; para deliberarem sobre a seguinte ordem do dia: a)
Fundação do Sindicato dos Empregados em Postos de Serviços de Combustíveis e Deriva-
dos de Petróleo do Distrito Federal, com fixação da respectiva base territorial; b) Discus-
são e aprovação dos Estatutos Sociais; c) Eleição da Diretoria e prazo do respectivo
Mandato; d) Fixação de índice, discussão sobre o valor e autorização de desconto da
Contribuição Associativa. Brasília, 10 de maio de 2006. Manoel José de Rezende, José
Humberto Queiroz, Joaquim Rodrigues Siqueira Comissão Organizadora.
-
DAR-1141/06.
xxeob

xxbob
xxbcet SINDICATO DOS PINTORES IMOBILIÁRIOS, ARTÍSTICO xxecet
xxbcet E SIMILARES DO DISTRITO FEDERAL - SINDICAPI xxecet
xxeob

xxbob
xxbcet EDITAL DE CONVOCAÇÃO DE ASSEMBLÉIA GERAL DE FUNDAÇÃO xxecet
A Comissão Pró-Fundação do SINDICAPI, convoca todos os membros da categoria dos
pintores imobiliários, artísticos e similares, compreendendo os que exercem atividades
como autônomos ou assalariados, do Distrito Federal, para ASSEMBLÉIA GERAL, à
ser realizada às 12:00 horas, do dia 03 de Junho de 2006, na ACIT ASSOCIAÇÃO
-
COMERCIAL E INDUSTRIAL DE TAGUATINGA, localizada na QL 25, Área Espe-
cial S/No TAGUATINGA NORTE DF, que irá tratar da seguinte ordem do dia: 1)
-
Aprovação da fundação do SINDICATO DOS PINTORES IMOBILIÁRIOS, ARTÍSTI-
COS E SIMILARES DO DISTRITO FEDERAL SINDICAPI; 2) Outros assuntos de
-
interesses do SINDICAPI. Brasília DF, 11 de maio de 2005. A comissão pró-fundação
-
do SINDICAPL.
DAR-1142/06.
xxeob

xxbob
xxbcet SIN DIAVESTRUZ-DF - SINDICATO DOS CRIADORES xxecet
xxbcet DE AVESTRUZ DO DISTRITO FEDERAL xxecet
xxeob

xxbob
xxbcet EDITAL DE CONVOCAÇÃO ASSEMBLÉIA GERAL EXTRAORDINÁRIA xxecet
-
O Presidente do SINDIAVESTRUZ-DF, no uso das atribuições estatutárias convoca to-
dos os membros da categoria econômica da ESTRUTIOCULTURA do Distrito Federal,
para Assembléia Geral Extraordinária a ser realizada às 09:00 horas do dia 23 de maio de
2006, com metade mais um do número de associados em 1o convocação e, meia hora após,
em 2o convocação, com os associados presentes em pleno gozo de seus direitos, no audi-
tório da FAPE/DF, sito a SEP/SUL W4 Q.709/908 Bloco D, Brasília (DF), para discutirem
e deliberarem sobre a seguinte Ordem do Dia: 1) alteração de denominação com exclusão da
categoria específica de Ratitas em Geral da referida entidade. Brasília (DF), 10 de maio de
2006. Jacinto Rodrigues Lima, Presidente.
DAR-1143/06.
xxeob

xxbob
xxbcet SIN DIAVESTRUZ-DF - SINDICATO DOS CRIADORES xxecet
xxbcet DE AVESTRUZ DO DISTRITO FEDERAL xxecet
xxeob

xxbob
xxbcet EDITAL DE CONVOCAÇÃO ASSEMBLÉIA GERAL EXTRAORDINÁRIA xxecet
-
O Presidente do Sindicato dos Criadores de Avestruz e de Ratitas em Geral do Distrito
Federal SINDIAVESTRUZ-DF, no uso das atribuições estatutárias convoca todos os
-
membros da categoria econômica da ESTRUTIOCULTURA do Distrito Federal, para
Assembléia Geral Extraordinária a ser realizada às 09 horas do dia 23 de maio de 2006,
com metade mais um do número de associados em 1o convocação e, meia hora após, em
2o convocação, com os associados presentes em pleno gozo de seus direitos, no auditório
da FAPE/DF, sito a SEP/SUL W4 Q.709/908 Bloco D, Brasília (DF), para discutirem e
deliberarem sobre a seguinte Ordem do Dia: Alteração de denominação com exclusão da
categoria específica de Ratitas em Geral da referida entidade. Brasília/DF, 10 de maio de
2006. Jacinto Rodrigues Lima Presidente.
-
DAR-1128/06.
xxeob

"
54,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO ELETRÔNICO No 29/2015. xxecet
Objeto: Aquisição de material de consumo — conjunto de medalhas Mérito Rodoviário, tudo
conforme especificado no anexo I do edital, processo no 113.009004/2015. Data e horário para
recebimento das propostas: até 09h do dia 02 de julho de 2015, com valor estimado de R$ 2.356,00.
xxbcet Brasília/DF, 19 de junho de 2015. xxecet
xxbcet CÉLIA MARIA SIQUEIRA LEAL xxecet
xxbcet Diretora de Materiais e Serviços xxecet
xxeob

xxbob
xxbcet PREGÃO ELETRÔNICO No 30/2015. xxecet
Objeto: Contratação de concessionária autorizada pelo fabricante para manutenção preventiva
dos veículos Chevrolet S-10 e Trailblazer, tudo conforme especificado no anexo I do edital,
processo 113.010914/2014. Data e horário para recebimento das propostas: até 09h do dia 06
de julho de 2015, com valor estimado de R$ 379.298,00. Os respectivos editais poderão ser
retirados exclusivamente nos endereços eletrônicos www.der.df.gov.br e www. licitacoes-e.com.
br. Demais informações no próprio edital.
xxbcet Brasília/DF, 19 de junho de 2015. xxecet
xxbcet CÉLIA MARIA SIQUEIRA LEAL xxecet
xxbcet Diretora de Materiais e Serviços xxecet
xxeob

xxbob"
55,"xxbcet AVISO DE LICITAÇÃO xxecet
ACaesb torna público que realizará o Pregão Eletrônico PE-065/2015, processo no 092.001846/2015.
Tipo de licitação: Menor Preço. Objeto: Aquisição de peças e acessórios originais/genuínas para
equipamentos jato de alta pressão e vácuo-sucção — hidrojatos/carros fossa — de fabricação Promi-
nas, sob regime de empreitada por preço unitário. Valor estimado: R$ 290.000,00. Data final para
recebimento das Propostas: 06/07/2015, às 08h30min. Início da sessão de disputa: 06/07/2015, às
10h. O edital e seus anexos poderão ser encontrados no site www.licitacoes-e.com.br, ID: 589571,
a partir do dia 23/06/2015. Informações: (61) 3213-7233 licitacao(caesb.df gov.br.
xxbcet Brasília/DF, 19 de junho de 2015. xxecet
xxbcet PAULO CESAR RIBEIRO DOS SANTOS xxecet
xxbcet Pregoeiro xxecet
xxeob

xxbob
xxbcet CANCELAMENTO DE AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO ELETRÔNICO No 49/2015 xxecet
ACaesb torna sem efeito o aviso de licitação publicado no DODF no 117, de 19/06/2015, página 56.
xxbcet Brasília/DF, 19 de junho de 2015. xxecet
xxbcet PAULO CESAR RIBEIRO DOS SANTOS xxecet
xxbcet Pregoeiro xxecet
xxeob

xxbob"
56,"xxbcet AVISO DE RESULTADO DE JULGAMENTO xxecet
xxbcet PREGÃO ELETRÔNICO No 72/2017 xxecet
O Pregoeiro torna público o resultado de julgamento do Pregão acima citado, onde sagrou-
se vencedora as empresa SANTE LABORATÓRIO DE ANÁLISES CLINICAS LTDA; no
valor total de R$ 11.000,00. Processo 070.000.225/2016. Demais informações site:
wyww.comprasgovernamentais gov.br no: no
ou pelo telefone: (61) 3313.8494.
xxbcet Em 25 de julho de 2017 xxecet
xxbcet AUGUSTO CESAR PIRES ARANHA xxecet
xxeob

xxbob"
57,"xxbcet AVISO DE LICITAÇÃO ABERTURA xxecet
-
xxbcet PREGÃO ELETRÔNICO No 32/2017 (*) xxecet
PROCESSO No 00053-00040144/2017-94/CBMDF. TIPO: Menor preço. OBJETO: Con-
tratação de enprea para cobertura de seguro de responsabilidade civil (RETA) para ae-
ronaves do CBMDF, conforme Edital e anexos. VALOR MÁXIMO DA CONTRATAÇÃO:
R$ 13.104,86. O DICOA informa a ABERTURA da licitação, Do EDITAL para o dia 08/08/2017 às
13:30h. LOCAL: site: www.comprasnet.gov.br. RETIRADA pela internet,
nos
sites www.cbm.df. gov.br e www.comprasnet.gov.br. UASG: 170394. Inf.: (61) 3901-3481.
Eduardo Cunha Mesquita, Ten.Cel. QOBM/Combatente Diretor.
-
xxeob

xxbob
*) Republicado ter sido encaminhado incorreção original, publicado DODF
por com no no
no 138, de 20/07/2017 e DOU no 139, de 21/07/2017
xxeob

xxbob"
58,"xxbcet AVISO DE LICITAÇÃO PUBLICA NACIONAL LPN 011/2017 xxecet
-
1. A Caesb, no âmbito de seu Programa de Saneamento Ambiental, financiado pelo Banco
Interamericano de Desenvolvimento BID, convida as empresas elegíveis para apresentarem
-
propostas para aquisição de 07 (sete) chaves seccionadoras, 04 (quatro) disjuntores, 02 (dois)
transformadores de corrente e 02 (dois) transformadores de potencial, todos com tensão
nominal de 138.000 volts incluindo serviços especializados de engenharia para montagem,
-
instalação, supervisão e fornecimento de materiais e acessórios, para retrofit da subestação
elétrica de 138.000/13.800 volts SEA.RDE.002- da elevatória de Água Bruta do Rio
-
Descoberto EAB.RDE.001 da CAESB. Processo no 092.007013/2016. As propostas deverão
-
ser entregues até as 15 horas do dia 29/08/2017.
2. Mais informações podem ser obtidas no site www.caesb.dfgovbr e telefone
xxeob

xxbob
(61) 3213-7122.
Em 25 de julho de 2017
MAURICIO KENJI SUEMORI
Presidente da Comissão
xxeob

xxbob
SECRETARIA DE ESTADO DE GESTÃO DO
TERRITÓRIO E HABITAÇÃO
xxeob

xxbob"
59,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO ELETRÔNICO No 71/2021 UASG 974002 xxecet
-
A Pregoeira comunica aos interessados que a fim de atender a necessidade da Secretaria
de Estado de Economia do Distrito Federal SEEC-DF, a Subsecretaria de Compras
-
Governamentais SCG/SPLAN/SEEC, operacionalizará licitação do PE 71/2021 através
-
do sistema Comprasnet, cujo objeto é o Registro de Preços para eventual contratação de
empresa especializada para prestação de serviços de informática (implementação de
fábrica de desenvolvimento e testes ágeis, por meio de governança de qualidade ágil e
gestão do ciclo de vida de desenvolvimento seguro de software, seguindo as melhores
práticas de DevOps, de acordo com as condições e especificações constantes do Edital e
seus anexos. Valor estimado: R$ 69.172.501,00.Tipo de Licitação: Menor Preço.
Elemento de Despesa: 33.90.39. Abertura das propostas dia 13/08/2021 às 9h30min.
Processo 00040-00022522/2020-75. O edital poderá ser retirado no endereço eletrônico:
www comprasgovernamentais.gov br. Informações pelo e-mail:
pregoeirosulog08Weconomia df. gov br.
xxbcet Brasília/DF, 28 de julho de 2021 xxecet
xxbcet RITA DE CÁSSIA GODINHO DE CAMPOS xxecet
xxeob

xxbob
xxbcet COORDENAÇÃO DE GESTÃO DE SUPRIMENTOS xxecet
xxbcet DIRETORIA DE SISTEMA DE REGISTRO DE PREÇOS xxecet
xxeob

xxbob"
60,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO ELETRÔNICO No 76/2021 xxecet
A presente licitação tem por objeto a aquisição de material de consumo aquisição de
-
ferramentas, tudo conforme especificado no Edital e em seus anexos. Processo 00113-
00009957/2021-96. Data e horário para recebimento das propostas: até 09h00min do dia
12 de agosto de 2021, com valor estimado de R$ 5.131,91. O respectivo Edital poderá ser
retirado exclusivamente nos endereços eletrônicos wwwder df.gov.br e www licitacoes-
e.com.br. Demais informações no próprio Edital.
xxbcet Brasília/DF, 28 de julho de 2021 xxecet
xxbcet ANA HILDA DO CARMO SILVA xxecet
xxbcet Diretora xxecet
xxeob

xxbob
xxbcet GERÊNCIA DE LICITAÇÃO xxecet
.
xxbcet NÚCLEO DE PREGÃO, FORMAÇÃO E REGISTRO DE PREÇOS xxecet
xxeob

xxbob"
