,processo,objeto,valor_estimado,prazo,tipo,data,texto
41,00197-00000863/2019-36,,"492.338,21",," Tecnica e Preco, para contratacao de consultoria
especializada para validacao do Laudo de Avaliacao dos Ativos Imobilizados em Servico, a ser apresentado
pela Companhia de Saneamento Ambiental do Distrito Federal - CAESB a Adasa, para definicao da Base
de Ativos Regulatoria- BAR referente a 3a Revisao Tarifaria Periodica, com a verificacao da correta
aplicacao da metodologia aprimorada e dos criterios estabelecidos na legislacao e regulamentos pertinentes,
bem como seu acompanhamento ate o final do processo revisional, conforme especificacoes do Projeto
Basico, Anexo I do Edital",," - CONCORRENCIA No 02/2019
A AGENCIA REGULADORA DE AGUAS, ENERGIA E SANEAMENTO BASICO DO DISTRITO
FEDERAL - Adasa, por intermedio de sua Comissao Permanente de Licitacao, torna publica a realizacao
de licitacao, na modalidade Concorrencia, tipo Tecnica e Preco, para contratacao de consultoria
especializada para validacao do Laudo de Avaliacao dos Ativos Imobilizados em Servico, a ser apresentado
pela Companhia de Saneamento Ambiental do Distrito Federal - CAESB a Adasa, para definicao da Base
de Ativos Regulatoria- BAR referente a 3a Revisao Tarifaria Periodica, com a verificacao da correta
aplicacao da metodologia aprimorada e dos criterios estabelecidos na legislacao e regulamentos pertinentes,
bem como seu acompanhamento ate o final do processo revisional, conforme especificacoes do Projeto
Basico, Anexo I do Edital. A sessao publica de abertura do certame sera realizada no dia 04 de julho de
2019, as 10:00h, no Auditorio da Adasa, localizado na sobreloja da Estacao Rodoferroviaria de Brasilia
(Estacao Rodoferroviaria, Ala Norte, SAIN, CEP 70631-900). Processo SEI 00197-00000863/2019-36.
Valor estimado: R$ 492.338,21 (Quatrocentos e noventa e dois mil trezentos e trinta e oito reais e vinte e
um centavos). Vigencia do contrato: 12 meses. Programa de trabalho: 17.125.6210.2695.0003. Natureza da
Despesa: 3.3.90.35. Fonte de Recursos: 100/150. Copia do Edital disponivel em www.adasa.df.gov.br, no
link ""Licitacoes e Contratos / Licitacoes em Andamento / Comissao Permanente de Licitacao"". Outras
informacoes pelo telefone: (61) 3961-5017 ou pelo e-mail: cpl@adasa.df.go v. b r.
EDUARDO LOBATO BOTELHO
Presidente da Comissao"
42,00370.00004359/2018-01,,"5.244.413,12"," de Execucao: 120 (cento e vinte) dias corridos - Prazo de
Vigencia do contrato: 210 (duzentos e dez) dias corridos - Data e horario de realizacao da licitacao: 18 de
junho de 2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna
publico aos interessados a abertura da licitacao acima na "," empreitada por preco unitario, para Contratacao de
empresa para a execucao das obras das Pracas nas ADE's Setor de Materiais de Construcao e Setor de
Industrias de Ceilandia-DF, com financiamento do Banco Interamericano de Desenvolvimento - BID",," PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOVIMENTO ECONOMICO
DO DISTRITO FEDERAL - ADES
Concorrencia LPN no 01/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de
empresa para a execucao das obras das Pracas nas ADE's Setor de Materiais de Construcao e Setor de
Industrias de Ceilandia-DF, com financiamento do Banco Interamericano de Desenvolvimento - BID. -
processo n.o 00370.00004359/2018-01 - valor estimado da contratacao: R$ 5.244.413,12 - Programa de
Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria da Infraestrutura das Areas de
Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de despesa 4.4.90.51, Obras e
Instalacoes - fonte 100 e fonte 136 - Prazo de Execucao: 120 (cento e vinte) dias corridos - Prazo de
Vigencia do contrato: 210 (duzentos e dez) dias corridos - Data e horario de realizacao da licitacao: 18 de
junho de 2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna
publico aos interessados a abertura da licitacao acima na data e horario indicados, na sede desta SDE, sito
no Setor Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar - Asa Norte - Brasilia - DF. O edital
e seus anexos deverao ser retirados conforme instrucoes contidas exclusivamente no endereco eletronico
site: http://www.sde.df.gov.br//, na pagina principal, aba ""licitacoes"", bem como maiores informacoes e
respeito do certame.
Brasilia/DF, 17 de maio de 2019
VALTER DE CERQUEIRA JUNIOR
Presidente da Comissao Especial de Licitacao"
43,00072-00000859/2019-20," Aquisicao de dispositivo portatil
de GPS, conforme descricao no Item 03 deste Termo de Referencia","39.428,75"," de entrega: Conforme Termo de Referencia. Recebimento das
Propostas: ate 29/05/2019 as 09h59min no endereco eletronico www.comprasnet.gov.br UASG 926241.
", Menor Preco por item,29/05/2019 as 10h00,"
PREGAO ELETRONICO No 05/2019 (*)
Processo: 00072-00000859/2019-20. Tipo: Menor Preco por item. Objeto: Aquisicao de dispositivo portatil
de GPS, conforme descricao no Item 03 deste Termo de Referencia. Valor estimado: R$ 39.428,75 (trinta
e nove mil quatrocentos e vinte e oito reais e setenta e cinco centavos). Programa de Trabalho;
20.606.6207.4107.5666. Fonte: 232. Prazo de entrega: Conforme Termo de Referencia. Recebimento das
Propostas: ate 29/05/2019 as 09h59min no endereco eletronico www.comprasnet.gov.br UASG 926241.
Data da Sessao Publica: 29/05/2019 as 10h00min. Edital disponivel no endereco descrito acima.
JOAO DE DEUS ABREU SOARES"
44,,,"5.591.121,45"," de Execucao: 180 (cento e oitenta) dias corridos - Prazo de Vigencia do
contrato: 270 (duzentos e setenta) dias corridos - Data e horario de realizacao da licitacao: 25 de junho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na "," empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Infraestrutura de Drenagem e Pavimentacao
Asfaltica na ADE AMA do GAMA, com financiamento do Banco Interamericano de Desenvolvimento -
BID",," PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOVIMENTO ECONOMICO
DO DISTRITO FEDERAL - ADES
Concorrencia LPN no 02/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Infraestrutura de Drenagem e Pavimentacao
Asfaltica na ADE AMA do GAMA, com financiamento do Banco Interamericano de Desenvolvimento -
BID. - processo n.o 0370-000475/2016 - valor estimado da contratacao: R$ 5.591.121,45 - Programa de
Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria da Infraestrutura das Areas de
Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de despesa 4.4.90.51, Obras e
Instalacoes - fonte 136 - Prazo de Execucao: 180 (cento e oitenta) dias corridos - Prazo de Vigencia do
contrato: 270 (duzentos e setenta) dias corridos - Data e horario de realizacao da licitacao: 25 de junho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na data e horario indicados, na sede desta SDE, sito no Setor
Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar - Asa Norte - Brasilia - DF. O edital e seus
anexos deverao ser retirados conforme instrucoes contidas exclusivamente no endereco eletronico site:
http://www.sde.df.gov.br//, na pagina principal, aba ""licitacoes"", bem como maiores informacoes e respeito
do certame.
Brasilia/DF, 22 de maio de 2019
VALTER DE CERQUEIRA JUNIOR
Presidente da Comissao Especial de Licitacao"
45,00370.00004359/2018-01,,"5.244.413,12"," de Execucao: 120 (cento e vinte) dias corridos - Prazo de
Vigencia do contrato: 210 (duzentos e dez) dias corridos - Data e horario de realizacao da licitacao: 18 de
junho de 2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna
publico aos interessados a abertura da licitacao acima na "," empreitada por preco unitario, para Contratacao de
empresa para a execucao das obras das Pracas nas ADE's Setor de Materiais de Construcao e Setor de
Industrias de Ceilandia-DF, com financiamento do Banco Interamericano de Desenvolvimento - BID",," PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOVIMENTO ECONOMICO DO DISTRITO FEDERAL -
ADES
Concorrencia LPN no 01/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de
empresa para a execucao das obras das Pracas nas ADE's Setor de Materiais de Construcao e Setor de
Industrias de Ceilandia-DF, com financiamento do Banco Interamericano de Desenvolvimento - BID. -
processo n.o 00370.00004359/2018-01 - valor estimado da contratacao: R$ 5.244.413,12 - Programa de
Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria da Infraestrutura das Areas de
Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de despesa 4.4.90.51, Obras e
Instalacoes - fonte 100 e fonte 136 - Prazo de Execucao: 120 (cento e vinte) dias corridos - Prazo de
Vigencia do contrato: 210 (duzentos e dez) dias corridos - Data e horario de realizacao da licitacao: 18 de
junho de 2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna
publico aos interessados a abertura da licitacao acima na data e horario indicados, na sede desta SDE, sito
no Setor Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar - Asa Norte - Brasilia - DF. O edital
e seus anexos deverao ser retirados conforme instrucoes contidas exclusivamente no endereco eletronico
site: http://www.sde.df.gov.br//, na pagina principal, aba ""licitacoes"", bem como maiores informacoes e
respeito do certame.
Brasilia/DF, 17 de maio de 2019
VALTER DE CERQUEIRA JUNIOR
Presidente da Comissao"
46,,,,,,," (EXCLUSIVA PARA ME E EPP)
PREGAO ELETRONICO 05/2019"
47,00050-00153415/2017-55," Aquisicao de
mangueira de incendio, redutores, esguichos e chaves de mangueira visando atender as unidades prisionais
do Distrito Federal","70.093,12"," Vigencia do contrato: 90
(noventa) dias a partir da data da assinatura. ", Menor Preco,07/06/2019 as 09:30,"
PREGAO ELETRONICO No 22/2018
Com participacao exclusiva a ME e EPP
PROCESSO: SEI-GDF no 00050-00153415/2017-55. TIPO: Menor Preco. OBJETO: Aquisicao de
mangueira de incendio, redutores, esguichos e chaves de mangueira visando atender as unidades prisionais
do Distrito Federal. VALOR ESTIMADO: R$ 70.093,12. DOTACAO: UO: 24.101. PROGRAMA DE
TRABALHO: 14.421.6211.2727.0001 - FR: 100 - ND: 33.90.30. PRAZOS: Vigencia do contrato: 90
(noventa) dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 07/06/2019 as 09:30h no
www.comprasgovernamentais.gov.br. UASG 450107. O Edital esta disponivel no endereco acima e no
h t t p : / / l i c i t a c o e s . s s p . d f . g o v. b r.
Brasilia/DF, 29 de maio de 2019.
GABRIELLA ALVES DA CUNHA
Pregoeira"
48,00050-00000904/2019-77," Registro de Precos de
fornecimento e instalacao de divisorias e acessorios para atender as necessidades da reforma do Edificio
Sede da Secretaria de Estado de Seguranca Publica do Distrito Federal","1.594.869,76"," Instalacao: ate 15 dias uteis, para cada andar, contados do recebimento da Nota de
Empenho e/ou da assinatura do contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do Contrato:
12 (doze) meses a partir da data da assinatura. ", Menor Preco,12/06/2019 as 09:00," - SRP
PREGAO ELETRONICO No 13/2019-SSPDF
PROCESSO SEI-GDF: 00050-00000904/2019-77. TIPO: Menor Preco. OBJETO: Registro de Precos de
fornecimento e instalacao de divisorias e acessorios para atender as necessidades da reforma do Edificio
Sede da Secretaria de Estado de Seguranca Publica do Distrito Federal. VALOR ESTIMADO: R$
1.594.869,76. PRAZOS: Instalacao: ate 15 dias uteis, para cada andar, contados do recebimento da Nota de
Empenho e/ou da assinatura do contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do Contrato:
12 (doze) meses a partir da data da assinatura. DATA DA SESSAO PUBLICA: 12/06/2019 as 09:00 horas
no www.comprasgovernamentais.gov.br. UASG 450107. Edital esta disponivel no endereco acima e no
h t t p : / / l i c i t a c o e s . s s p . d f . g o v. b r.
Brasilia/DF, 29 de maio de 2019.
GABRIELLA ALVES DA CUNHA
Pregoeira"
49,00050-00053488/2018-29," Aquisicao de vestuario e
produtos de higiene e limpeza, para os recem-nascidos que ocupam a Ala Materno Infantil da Penitenciaria
Feminina do Distrito Federal, para atender demandas da Secretaria de Estado de Seguranca Publica do
Distrito Federal","104.930,76"," Entrega: ate 30 dias contados do
recebimento da Nota de Empenho. Vigencia: do Contrato: 90 (noventa) dias a partir da data da assinatura.
", Menor Preco,11/06/2019 as 14:00,"
PREGAO ELETRONICO No 15/2019
Com participacao exclusiva a ME e EPP
PROCESSO SEI-GDF: 00050-00053488/2018-29. TIPO: Menor Preco. OBJETO: Aquisicao de vestuario e
produtos de higiene e limpeza, para os recem-nascidos que ocupam a Ala Materno Infantil da Penitenciaria
Feminina do Distrito Federal, para atender demandas da Secretaria de Estado de Seguranca Publica do
Distrito Federal. VALOR ESTIMADO: R$ 104.930,76. DOTACAO: UO: 24.101. PROGRAMA DE
TRABALHO:14.421.6211.2727.0001 - FR: 100- ND: 33.90.30. PRAZOS: Entrega: ate 30 dias contados do
recebimento da Nota de Empenho. Vigencia: do Contrato: 90 (noventa) dias a partir da data da assinatura.
DATA DA SESSAO PUBLICA: 11/06/2019 as 14:00 horas no www.comprasgovernamen t a i s . g o v. b r.
UASG 450107. Edital esta disponivel no endereco acima e no http://licitacoe s . s s p . d f . g o v. b r.
Brasilia/DF, 29 de maio de 2019.
GABRIELLA ALVES DA CUNHA
Pregoeira"
50,00050-00021505/2018-69," Registro de Precos para futura
aquisicao de pastas, blocos de anotacoes, cartoes de identificacao em PVC e alvos para tiro, para atender
demanda unidades da Secretaria de Estado de Seguranca Publica do Distrito Federal","97.575,00"," Entrega: ate 30 dias contados do recebimento da Nota de Empenho e/ou da assinatura do
contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do Contrato: 90 (noventa) dias a partir da data da
assinatura.  ", Menor Preco,12/06/2019  as 09:30,"
PREGAO ELETRONICO No 30/2018
Com tratamento favorecido e diferenciado a ME e EPP
PROCESSO: 00050-00021505/2018-69. TIPO: Menor Preco. OBJETO: Registro de Precos para futura
aquisicao de pastas, blocos de anotacoes, cartoes de identificacao em PVC e alvos para tiro, para atender
demanda unidades da Secretaria de Estado de Seguranca Publica do Distrito Federal. VALOR ESTIMADO: R$
97.575,00. PRAZOS: Entrega: ate 30 dias contados do recebimento da Nota de Empenho e/ou da assinatura do
contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do Contrato: 90 (noventa) dias a partir da data da
assinatura.  DATA  DA SESSAO  PUBLICA:  12/06/2019  as 09:30  horas  no
www.comprasgovernamentais.gov.br. UASG 450107. Edital esta disponivel no endereco acima e no
h t t p : / / l i c i t a c o e s . s s p . d f . g o v. b r.
Brasilia/DF, 30 de maio de 2019.
GABRIELLA ALVES DA CUNHA
Pregoeira"
51,,,"5.591.121,45"," de Execucao: 180 (cento e oitenta) dias corridos - Prazo de Vigencia do
contrato: 270 (duzentos e setenta) dias corridos - Data e horario de realizacao da licitacao: 25 de junho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na "," empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Infraestrutura de Drenagem e Pavimentacao
Asfaltica na ADE AMA do GAMA, com financiamento do Banco Interamericano de Desenvolvimento -
BID",," PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOVIMENTO ECONOMICO
DO DISTRITO FEDERAL - ADES
Concorrencia LPN no 02/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Infraestrutura de Drenagem e Pavimentacao
Asfaltica na ADE AMA do GAMA, com financiamento do Banco Interamericano de Desenvolvimento -
BID. - processo n.o 0370-000475/2016 - valor estimado da contratacao: R$ 5.591.121,45 - Programa de
Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria da Infraestrutura das Areas de
Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de despesa 4.4.90.51, Obras e
Instalacoes - fonte 136 - Prazo de Execucao: 180 (cento e oitenta) dias corridos - Prazo de Vigencia do
contrato: 270 (duzentos e setenta) dias corridos - Data e horario de realizacao da licitacao: 25 de junho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na data e horario indicados, na sede desta SDE, sito no Setor
Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar - Asa Norte - Brasilia - DF. O edital e seus
anexos deverao ser retirados conforme instrucoes contidas exclusivamente no endereco eletronico site:
http://www.sde.df.gov.br//, na pagina principal, aba ""licitacoes"", bem como maiores informacoes e respeito
do certame.
Brasilia/DF, 22 de maio de 2019
VALTER DE CERQUEIRA JUNIOR
Presidente da Comissao Especial de Licitacao"
52,," Contratacao de empresa especializada
para a prestacao de servicos de mao de obra tecnica e exclusiva de jardinagem, visando a producao de
mudas de especies nativas para a restauracao florestal no ambito do Programa Produtor de Agua- Projeto
Pipiripau, de responsabilidade da Secretaria de Estado de Agricultura e Desenvolvimento Rural do Distrito
Federal- SEAGRI -DF, conforme condicoes e especificacoes constantes no Termo de Referencia e seus
Anexos","163.876,08"," de entrega: Conforme Termo
de Referencia. Recebimento das Propostas: ate 27/06/2019 as 14h00min no endereco eletronico
www.comprasnet.gov.br UASG 926241. ", Menor Preco por item,27/03/2019 as 14h01,"
PREGAO ELETRONICO No 02/2019
Processo: 0072-000424/2017. Tipo: Menor Preco por item. Objeto: Contratacao de empresa especializada
para a prestacao de servicos de mao de obra tecnica e exclusiva de jardinagem, visando a producao de
mudas de especies nativas para a restauracao florestal no ambito do Programa Produtor de Agua- Projeto
Pipiripau, de responsabilidade da Secretaria de Estado de Agricultura e Desenvolvimento Rural do Distrito
Federal- SEAGRI -DF, conforme condicoes e especificacoes constantes no Termo de Referencia e seus
Anexos. Valor estimado: R$ 163.876,08 (cento e sessenta e tres mil oitocentos e setenta e seis reais e oito
centavos). Programa de Trabalho; 20.122.6210.4116.0001. Fonte: 432. Prazo de entrega: Conforme Termo
de Referencia. Recebimento das Propostas: ate 27/06/2019 as 14h00min no endereco eletronico
www.comprasnet.gov.br UASG 926241. Data da Sessao Publica: 27/03/2019 as 14h01min. Edital
disponivel no endereco descrito acima.
LUCIANA DE ANDRADE CAMPOS
Pregoeira"
53,," Contratacao de Empresa
especializada para a prestacao de servicos de mao de obra tecnica e exclusiva de jardinagem","163.876,08",, Menor Preco por item,27/06/2019 as 14h01,"
PREGAO ELETRONICO No 01/2019
Processo: 00072-0000424/2017. Tipo: Menor Preco por item. Objeto: Contratacao de Empresa
especializada para a prestacao de servicos de mao de obra tecnica e exclusiva de jardinagem. Valor
estimado: R$ 163.876,08 (cento e sessenta e tres mil, oitocentos e setenta e seis reais e oito centavos).
Programa de Trabalho: 20.122.6210.4116..0001. Inicio da execucao: 20 dias uteis apos assinatura do
contrato; Conforme item 3 do Termo de Referencia. Recebimento das Propostas: ate 27/06/2019 as
14h00min no endereco eletronico www.comprasnet.gov.br UASG 926241. Data da Sessao Publica:
27/06/2019 as 14h01min. Edital disponivel no endereco descrito acima.
LUCIANA DE ANDRADE CAMPOS
Pregoeira"
54,," Aquisicao de ferramentas, botas e
plaquetas para tombamento de bens patrimoniais para a Penitenciaria Feminina do Distrito Federal e
Almoxarifado da Secretaria de Estado de Seguranca Publica","13.705,75"," Entrega: ate 30 dias corridos contados do recebimento da Nota de
Empenho. Vigencia: do Contrato: 60 (sessenta) dias a partir da data da assinatura. ", Menor Preco,14/06/2018 as 9:30 horas no www.comprasgovernamentais.gov.br. UASG 450107,"
PREGAO ELETRONICO No 41/2018
Participacao exclusiva de ME/EPP
PROCESSO: 0050-001024/2017. TIPO: Menor Preco. OBJETO: Aquisicao de ferramentas, botas e
plaquetas para tombamento de bens patrimoniais para a Penitenciaria Feminina do Distrito Federal e
Almoxarifado da Secretaria de Estado de Seguranca Publica. VALOR ESTIMADO: R$ 13.705,75.
DOTACAO: UO: 24.101. PROGRAMA DE TRABALHO: 06.122.6002.8517.0006 e 14.421.6211.0001 -
FR: 100- ND: 3.3.90.30. PRAZOS: Entrega: ate 30 dias corridos contados do recebimento da Nota de
Empenho. Vigencia: do Contrato: 60 (sessenta) dias a partir da data da assinatura. DATA DA SESSAO
PUBLICA: 14/06/2018 as 9:30 horas no www.comprasgovernamentais.gov.br. UASG 450107. Edital esta
disponivel no endereco acima e no www.ssp.df.gov.br/licitacoes/.
Brasilia/DF, 03 de junho de 2019
GABRIELLA ALVES DA CUNHA
Pregoeira"
55,,,"20.213.139,36"," de Execucao: 270 (duzentos e setenta) dias corridos - Prazo de Vigencia do
contrato: 480 (quatrocentos e oitenta) dias corridos - Data e horario de realizacao da licitacao: 03 de julho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na "," empreitada por preco unitario, para Contratacao de Empresa
para Execucao das Obras de Complementacao da Pavimentacao da Pavimentacao 1 e 2 Etapas e
Complementacao da Urbanizacao e Mobilidade Urbana da ADE Polo JK, com financiamento do Banco
Interamericano de Desenvolvimento - BID",," PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOLVIMENTO
ECONOMICO DO DISTRITO FEDERAL - ADES
Concorrencia LPN no 03/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de Empresa
para Execucao das Obras de Complementacao da Pavimentacao da Pavimentacao 1 e 2 Etapas e
Complementacao da Urbanizacao e Mobilidade Urbana da ADE Polo JK, com financiamento do Banco
Interamericano de Desenvolvimento - BID. - processo n.o 0370-000477/2016 - valor estimado da contratacao:
R$ 20.213.139,36 - Programa de Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria da Infraestrutura
das Areas de Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de despesa 4.4.90.51, Obras e
Instalacoes - fonte 136 - Prazo de Execucao: 270 (duzentos e setenta) dias corridos - Prazo de Vigencia do
contrato: 480 (quatrocentos e oitenta) dias corridos - Data e horario de realizacao da licitacao: 03 de julho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na data e horario indicados, na sede desta SDE, sito no Setor
Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar - Asa Norte - Brasilia - DF. O edital e seus anexos
deverao ser retirados conforme instrucoes contidas exclusivamente no endereco eletronico site:"
56,,,"20.213.139,36"," de Execucao: 270 (duzentos e setenta) dias
corridos - Prazo de Vigencia do contrato: 480 (quatrocentos e oitenta) dias corridos - Data e horario de
realizacao da licitacao: 03 de julho de 2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial
de Licitacao da SDE torna publico aos interessados a abertura da licitacao acima na "," empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Pavimentacao da Pavimentacao 1 e 2 Etapas
e Complementacao da Urbanizacao e Mobilidade Urbana da ADE Polo JK, com financiamento do Banco
Interamericano de Desenvolvimento - BID",," PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOLVIMENTO ECONOMICO
DO DISTRITO FEDERAL - ADES
Concorrencia LPN no 03/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Pavimentacao da Pavimentacao 1 e 2 Etapas
e Complementacao da Urbanizacao e Mobilidade Urbana da ADE Polo JK, com financiamento do Banco
Interamericano de Desenvolvimento - BID. - processo n.o 0370-000477/2016 - valor estimado da
contratacao: R$ 20.213.139,36 - Programa de Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria
da Infraestrutura das Areas de Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de
despesa 4.4.90.51, Obras e Instalacoes - fonte 136 - Prazo de Execucao: 270 (duzentos e setenta) dias
corridos - Prazo de Vigencia do contrato: 480 (quatrocentos e oitenta) dias corridos - Data e horario de
realizacao da licitacao: 03 de julho de 2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial
de Licitacao da SDE torna publico aos interessados a abertura da licitacao acima na data e horario
indicados, na sede desta SDE, sito no Setor Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar -
Asa Norte - Brasilia - DF. O edital e seus anexos deverao ser retirados conforme instrucoes contidas
exclusivamente no endereco eletronico site: http://www.sde.df.gov.br//, na pagina principal, aba
""licitacoes"", bem como maiores informacoes e respeito do certame.
Brasilia/DF, 03 de junho de 2019
VALTER DE CERQUEIRA JUNIOR
Presidente da Comissao"
57,," Aquisicao de compostador de residuos organicos solidos e de
esteira transportadora em V para a producao de composto organico para ser utilizado na producao de
mudas pela Gerencia de Producao Vegetal, Piscicultura e Pecuaria na Granja Modelo do Ipe, conforme
quantitativos e especificacoes contidas no Termo de Referencia e demais Anexos que integram o
edital, com valor Total de R$ 103",,,",
MENOR PRECO por item, na modalidade de PREGAO na forma ELETRONICA, EXCLUSIVO
PARA ENTIDADES PREFERENCIAIS AMPARADAS PELA LEI COMPLEMENTAR No 123/2006,
com previsao de abertura do certame para 18/06/2019, 09h00min, horario de Brasilia, Processo 00070-
00015399/2018-18 (SEI)",," (UASG) 926523
PREGAO ELETRONICO No 05/2019
A SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO
RURAL DO DISTRITO FEDERAL - SEAGRI/DF, torna publico a abertura de licitacao do tipo,
MENOR PRECO por item, na modalidade de PREGAO na forma ELETRONICA, EXCLUSIVO
PARA ENTIDADES PREFERENCIAIS AMPARADAS PELA LEI COMPLEMENTAR No 123/2006,
com previsao de abertura do certame para 18/06/2019, 09h00min, horario de Brasilia, Processo 00070-
00015399/2018-18 (SEI). OBJETO: Aquisicao de compostador de residuos organicos solidos e de
esteira transportadora em V para a producao de composto organico para ser utilizado na producao de
mudas pela Gerencia de Producao Vegetal, Piscicultura e Pecuaria na Granja Modelo do Ipe, conforme
quantitativos e especificacoes contidas no Termo de Referencia e demais Anexos que integram o
edital, com valor Total de R$ 103.800,00 (cento e tres mil e oitocentos reais). O Edital podera ser
retirado a partir da sua publicacao no endereco: www.comprasnet.gov.br e portal da SEAGRI/DF,
""Edital"". Brasilia-DF, 04 de junho de 2019.
NATANAEL FELIX DOS SANTOS
Gerente de Licitacoes
Pregoeiro"
