,processo,objeto,valor_estimado,prazo,tipo,data,texto
44,00072-00000859/2019-20," Aquisicao de dispositivo portatil
de GPS, conforme descricao no Item 03 deste Termo de Referencia","39.428,75",nan, Menor Preco por item,nan,"
PREGAO ELETRONICO No 05/2019 (*)
Processo: 00072-00000859/2019-20. Tipo: Menor Preco por item. Objeto: Aquisicao de dispositivo portatil
de GPS, conforme descricao no Item 03 deste Termo de Referencia. Valor estimado: R$ 39.428,75 (trinta
e nove mil quatrocentos e vinte e oito reais e setenta e cinco centavos). Programa de Trabalho;
20.606.6207.4107.5666. Fonte: 232. Prazo de entrega: Conforme Termo de Referencia. Recebimento das
Propostas: ate 29/05/2019 as 09h59min no endereco eletronico www.comprasnet.gov.br UASG 926241"
45,nan,nan,"5.591.121,45"," de Execucao: 180 (cento e oitenta) dias corridos - Prazo de Vigencia do
contrato: 270 (duzentos e setenta) dias corridos - Data e horario de realizacao da licitacao: 25 de junho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na "," empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Infraestrutura de Drenagem e Pavimentacao
Asfaltica na ADE AMA do GAMA, com financiamento do Banco Interamericano de Desenvolvimento -
BID",nan," PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOVIMENTO ECONOMICO
DO DISTRITO FEDERAL - ADES
Concorrencia LPN no 02/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Infraestrutura de Drenagem e Pavimentacao
Asfaltica na ADE AMA do GAMA, com financiamento do Banco Interamericano de Desenvolvimento -
BID. - processo n.o 0370-000475/2016 - valor estimado da contratacao: R$ 5.591.121,45 - Programa de
Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria da Infraestrutura das Areas de
Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de despesa 4.4.90.51, Obras e
Instalacoes - fonte 136 - Prazo de Execucao: 180 (cento e oitenta) dias corridos - Prazo de Vigencia do
contrato: 270 (duzentos e setenta) dias corridos - Data e horario de realizacao da licitacao: 25 de junho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na data e horario indicados, na sede desta SDE, sito no Setor
Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar - Asa Norte - Brasilia - DF. O edital e seus
anexos deverao ser retirados conforme instrucoes contidas exclusivamente no endereco eletronico site:
http://www.sde.df.gov.br//, na pagina principal, aba ""licitacoes"", bem como maiores informacoes e respeito
do certame"
46,00370.00004359/2018-01,nan,"5.244.413,12"," de Execucao: 120 (cento e vinte) dias corridos - Prazo de
Vigencia do contrato: 210 (duzentos e dez) dias corridos - Data e horario de realizacao da licitacao: 18 de
junho de 2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna
publico aos interessados a abertura da licitacao acima na "," empreitada por preco unitario, para Contratacao de
empresa para a execucao das obras das Pracas nas ADE's Setor de Materiais de Construcao e Setor de
Industrias de Ceilandia-DF, com financiamento do Banco Interamericano de Desenvolvimento - BID",nan," PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOVIMENTO ECONOMICO DO DISTRITO FEDERAL -
ADES
Concorrencia LPN no 01/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de
empresa para a execucao das obras das Pracas nas ADE's Setor de Materiais de Construcao e Setor de
Industrias de Ceilandia-DF, com financiamento do Banco Interamericano de Desenvolvimento - BID. -
processo n.o 00370.00004359/2018-01 - valor estimado da contratacao: R$ 5.244.413,12 - Programa de
Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria da Infraestrutura das Areas de
Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de despesa 4.4.90.51, Obras e
Instalacoes - fonte 100 e fonte 136 - Prazo de Execucao: 120 (cento e vinte) dias corridos - Prazo de
Vigencia do contrato: 210 (duzentos e dez) dias corridos - Data e horario de realizacao da licitacao: 18 de
junho de 2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna
publico aos interessados a abertura da licitacao acima na data e horario indicados, na sede desta SDE, sito
no Setor Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar - Asa Norte - Brasilia - DF. O edital
e seus anexos deverao ser retirados conforme instrucoes contidas exclusivamente no endereco eletronico
site: http://www.sde.df.gov.br//, na pagina principal, aba ""licitacoes"", bem como maiores informacoes e
respeito do certame"
47,nan," Contratacao de Empresa para a prestacao de servicos de fornecimento de jornais e revistas,
impressos e por meio de assinaturas eletronicas para acesso digital irrestrito aos veiculos de
comunicacao","35.901,95",nan,nan,nan," (EXCLUSIVA PARA ME E EPP)
PREGAO ELETRONICO 05/2019
Objeto: Contratacao de Empresa para a prestacao de servicos de fornecimento de jornais e revistas,
impressos e por meio de assinaturas eletronicas para acesso digital irrestrito aos veiculos de
comunicacao. SEI no 00197-00001721/2019-96. Valor estimado: R$ 35.901,95 (Desconto minimo:
25,51%). Programa de Trabalho 04.122.6001.8517.9649, Natureza de Despesa 3.3.90.39. Copia do
Edital encontra-se  a disposicao sem  onus, no sitio www.comprasgovernamentais.gov.br  e
www.adasa.df.gov.br e no endereco: Setor Ferroviario - Parque Ferroviario de Brasilia - Estacao
Rodoferroviaria, Sobreloja Ala Norte, Cep: 70631-900 - Brasilia - DF. Abertura da licitacao:
10/06/2019 as 10:00h em sessao publica processada no sitio do Comprasgovernamentais, nos termos
do Edital"
48,00050-00153415/2017-55," Aquisicao de
mangueira de incendio, redutores, esguichos e chaves de mangueira visando atender as unidades prisionais
do Distrito Federal","70.093,12"," Vigencia do contrato: 90
(noventa) dias a partir da data da assinatura. ", Menor Preco,nan,"
PREGAO ELETRONICO No 22/2018
Com participacao exclusiva a ME e EPP
PROCESSO: SEI-GDF no 00050-00153415/2017-55. TIPO: Menor Preco. OBJETO: Aquisicao de
mangueira de incendio, redutores, esguichos e chaves de mangueira visando atender as unidades prisionais
do Distrito Federal. VALOR ESTIMADO: R$ 70.093,12. DOTACAO: UO: 24.101. PROGRAMA DE
TRABALHO: 14.421.6211.2727.0001 - FR: 100 - ND: 33.90.30. PRAZOS: Vigencia do contrato: 90
(noventa) dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 07/06/2019 as 09:30h no
www.comprasgovernamentais.gov.br. UASG 450107. O Edital esta disponivel no endereco acima e no
h t t p : / / l i c i t a c o e s . s s p . d f . g o v. b r"
49,00050-00000904/2019-77," Registro de Precos de
fornecimento e instalacao de divisorias e acessorios para atender as necessidades da reforma do Edificio
Sede da Secretaria de Estado de Seguranca Publica do Distrito Federal","1.594.869,76"," Instalacao: ate 15 dias uteis, para cada andar, contados do recebimento da Nota de
Empenho e/ou da assinatura do contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do Contrato:
12 (doze) meses a partir da data da assinatura. ", Menor Preco,nan," - SRP
PREGAO ELETRONICO No 13/2019-SSPDF
PROCESSO SEI-GDF: 00050-00000904/2019-77. TIPO: Menor Preco. OBJETO: Registro de Precos de
fornecimento e instalacao de divisorias e acessorios para atender as necessidades da reforma do Edificio
Sede da Secretaria de Estado de Seguranca Publica do Distrito Federal. VALOR ESTIMADO: R$
1.594.869,76. PRAZOS: Instalacao: ate 15 dias uteis, para cada andar, contados do recebimento da Nota de
Empenho e/ou da assinatura do contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do Contrato:
12 (doze) meses a partir da data da assinatura. DATA DA SESSAO PUBLICA: 12/06/2019 as 09:00 horas
no www.comprasgovernamentais.gov.br. UASG 450107. Edital esta disponivel no endereco acima e no
h t t p : / / l i c i t a c o e s . s s p . d f . g o v. b r"
50,00050-00053488/2018-29," Aquisicao de vestuario e
produtos de higiene e limpeza, para os recem-nascidos que ocupam a Ala Materno Infantil da Penitenciaria
Feminina do Distrito Federal, para atender demandas da Secretaria de Estado de Seguranca Publica do
Distrito Federal","104.930,76"," Entrega: ate 30 dias contados do
recebimento da Nota de Empenho. Vigencia: do Contrato: 90 (noventa) dias a partir da ", Menor Preco,nan,"
PREGAO ELETRONICO No 15/2019
Com participacao exclusiva a ME e EPP
PROCESSO SEI-GDF: 00050-00053488/2018-29. TIPO: Menor Preco. OBJETO: Aquisicao de vestuario e
produtos de higiene e limpeza, para os recem-nascidos que ocupam a Ala Materno Infantil da Penitenciaria
Feminina do Distrito Federal, para atender demandas da Secretaria de Estado de Seguranca Publica do
Distrito Federal. VALOR ESTIMADO: R$ 104.930,76. DOTACAO: UO: 24.101. PROGRAMA DE
TRABALHO:14.421.6211.2727.0001 - FR: 100- ND: 33.90.30. PRAZOS: Entrega: ate 30 dias contados do
recebimento da Nota de Empenho. Vigencia: do Contrato: 90 (noventa) dias a partir da data da assinatura"
51,00050-00021505/2018-69," Registro de Precos para futura
aquisicao de pastas, blocos de anotacoes, cartoes de identificacao em PVC e alvos para tiro, para atender
demanda unidades da Secretaria de Estado de Seguranca Publica do Distrito Federal","97.575,00"," Entrega: ate 30 dias contados do recebimento da Nota de Empenho e/ou da assinatura do
contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do Contrato: 90 (noventa) dias a partir da data da
assinatura.  ", Menor Preco,nan,"
PREGAO ELETRONICO No 30/2018
Com tratamento favorecido e diferenciado a ME e EPP
PROCESSO: 00050-00021505/2018-69. TIPO: Menor Preco. OBJETO: Registro de Precos para futura
aquisicao de pastas, blocos de anotacoes, cartoes de identificacao em PVC e alvos para tiro, para atender
demanda unidades da Secretaria de Estado de Seguranca Publica do Distrito Federal. VALOR ESTIMADO: R$
97.575,00. PRAZOS: Entrega: ate 30 dias contados do recebimento da Nota de Empenho e/ou da assinatura do
contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do Contrato: 90 (noventa) dias a partir da data da
assinatura.  DATA  DA SESSAO  PUBLICA:  12/06/2019  as 09:30  horas  no
www.comprasgovernamentais.gov.br. UASG 450107. Edital esta disponivel no endereco acima e no
h t t p : / / l i c i t a c o e s . s s p . d f . g o v. b r"
52,nan,nan,"5.591.121,45"," de Execucao: 180 (cento e oitenta) dias corridos - Prazo de Vigencia do
contrato: 270 (duzentos e setenta) dias corridos - Data e horario de realizacao da licitacao: 25 de junho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na "," empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Infraestrutura de Drenagem e Pavimentacao
Asfaltica na ADE AMA do GAMA, com financiamento do Banco Interamericano de Desenvolvimento -
BID",nan," PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOVIMENTO ECONOMICO
DO DISTRITO FEDERAL - ADES
Concorrencia LPN no 02/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Infraestrutura de Drenagem e Pavimentacao
Asfaltica na ADE AMA do GAMA, com financiamento do Banco Interamericano de Desenvolvimento -
BID. - processo n.o 0370-000475/2016 - valor estimado da contratacao: R$ 5.591.121,45 - Programa de
Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria da Infraestrutura das Areas de
Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de despesa 4.4.90.51, Obras e
Instalacoes - fonte 136 - Prazo de Execucao: 180 (cento e oitenta) dias corridos - Prazo de Vigencia do
contrato: 270 (duzentos e setenta) dias corridos - Data e horario de realizacao da licitacao: 25 de junho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na data e horario indicados, na sede desta SDE, sito no Setor
Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar - Asa Norte - Brasilia - DF. O edital e seus
anexos deverao ser retirados conforme instrucoes contidas exclusivamente no endereco eletronico site:
http://www.sde.df.gov.br//, na pagina principal, aba ""licitacoes"", bem como maiores informacoes e respeito
do certame"
53,nan," Contratacao de empresa especializada
para a prestacao de servicos de mao de obra tecnica e exclusiva de jardinagem, visando a producao de
mudas de especies nativas para a restauracao florestal no ambito do Programa Produtor de Agua- Projeto
Pipiripau, de responsabilidade da Secretaria de Estado de Agricultura e Desenvolvimento Rural do Distrito
Federal- SEAGRI -DF, conforme condicoes e especificacoes constantes no Termo de Referencia e seus
Anexos","163.876,08"," de entrega: Conforme Termo
de Referencia. Recebimento das Propostas: ate 27/06/2019 as 14h00min no endereco eletronico
www.comprasnet.gov.br UASG 926241. ", Menor Preco por item,nan,"
PREGAO ELETRONICO No 02/2019
Processo: 0072-000424/2017. Tipo: Menor Preco por item. Objeto: Contratacao de empresa especializada
para a prestacao de servicos de mao de obra tecnica e exclusiva de jardinagem, visando a producao de
mudas de especies nativas para a restauracao florestal no ambito do Programa Produtor de Agua- Projeto
Pipiripau, de responsabilidade da Secretaria de Estado de Agricultura e Desenvolvimento Rural do Distrito
Federal- SEAGRI -DF, conforme condicoes e especificacoes constantes no Termo de Referencia e seus
Anexos. Valor estimado: R$ 163.876,08 (cento e sessenta e tres mil oitocentos e setenta e seis reais e oito
centavos). Programa de Trabalho; 20.122.6210.4116.0001. Fonte: 432. Prazo de entrega: Conforme Termo
de Referencia. Recebimento das Propostas: ate 27/06/2019 as 14h00min no endereco eletronico
www.comprasnet.gov.br UASG 926241. Data da Sessao Publica: 27/03/2019 as 14h01min. Edital
disponivel no endereco descrito acima"
54,nan," Contratacao de Empresa
especializada para a prestacao de servicos de mao de obra tecnica e exclusiva de jardinagem","163.876,08",nan, Menor Preco por item,nan,"
PREGAO ELETRONICO No 01/2019
Processo: 00072-0000424/2017. Tipo: Menor Preco por item. Objeto: Contratacao de Empresa
especializada para a prestacao de servicos de mao de obra tecnica e exclusiva de jardinagem. Valor
estimado: R$ 163.876,08 (cento e sessenta e tres mil, oitocentos e setenta e seis reais e oito centavos)"
55,nan," Aquisicao de ferramentas, botas e
plaquetas para tombamento de bens patrimoniais para a Penitenciaria Feminina do Distrito Federal e
Almoxarifado da Secretaria de Estado de Seguranca Publica","13.705,75",nan, Menor Preco,nan,"
PREGAO ELETRONICO No 41/2018
Participacao exclusiva de ME/EPP
PROCESSO: 0050-001024/2017. TIPO: Menor Preco. OBJETO: Aquisicao de ferramentas, botas e
plaquetas para tombamento de bens patrimoniais para a Penitenciaria Feminina do Distrito Federal e
Almoxarifado da Secretaria de Estado de Seguranca Publica. VALOR ESTIMADO: R$ 13.705,75"
56,nan,nan,"20.213.139,36"," de Execucao: 270 (duzentos e setenta) dias corridos - Prazo de Vigencia do
contrato: 480 (quatrocentos e oitenta) dias corridos - Data e horario de realizacao da licitacao: 03 de julho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na data e horario indicados, na sede desta SDE, sito no Setor
Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar - Asa Norte - Brasilia - DF. O edital e seus anexos
deverao ser retirados conforme instrucoes contidas exclusivamente no endereco eletronico site:
h t t p : / / w w w. s d e . d f . g o v. b r / / , na pagina principal, aba ""licitacoes"", bem como maiores informacoes e respeito do
certame. Brasilia/DF, 03 de junho de 2019
VALTER DE CERQUEIRA JUNIOR
Presidente da Comissao Especial de Licitacao
SUBSECRETARIA DE ADMINISTRACAO GERAL
COMISSAO ESPECIAL DE LICITACAO
AVISO DE ABERTURA DE LICITACAO PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOLVIMENTO ECONOMICO
DO DISTRITO FEDERAL - ADES
Concorrencia LPN no 03/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Pavimentacao da Pavimentacao 1 e 2 Etapas
e Complementacao da Urbanizacao e Mobilidade Urbana da ADE Polo JK, com financiamento do Banco
Interamericano de Desenvolvimento - BID. - processo n.o 0370-000477/2016 - valor estimado da
contratacao: R$ 20.213.139,36 - Programa de Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria
da Infraestrutura das Areas de Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de
despesa 4.4.90.51, Obras e Instalacoes - fonte 136 - Prazo de Execucao: 270 (duzentos e setenta) dias
corridos - Prazo de Vigencia do contrato: 480 (quatrocentos e oitenta) dias corridos - Data e horario de
realizacao da licitacao: 03 de julho de 2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial
de Licitacao da SDE torna publico aos interessados a abertura da licitacao acima na "," empreitada por preco unitario, para Contratacao de Empresa
para Execucao das Obras de Complementacao da Pavimentacao da Pavimentacao 1 e 2 Etapas e
Complementacao da Urbanizacao e Mobilidade Urbana da ADE Polo JK, com financiamento do Banco
Interamericano de Desenvolvimento - BID",nan," PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOLVIMENTO
ECONOMICO DO DISTRITO FEDERAL - ADES
Concorrencia LPN no 03/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de Empresa
para Execucao das Obras de Complementacao da Pavimentacao da Pavimentacao 1 e 2 Etapas e
Complementacao da Urbanizacao e Mobilidade Urbana da ADE Polo JK, com financiamento do Banco
Interamericano de Desenvolvimento - BID. - processo n.o 0370-000477/2016 - valor estimado da contratacao:
R$ 20.213.139,36 - Programa de Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria da Infraestrutura
das Areas de Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de despesa 4.4.90.51, Obras e
Instalacoes - fonte 136 - Prazo de Execucao: 270 (duzentos e setenta) dias corridos - Prazo de Vigencia do
contrato: 480 (quatrocentos e oitenta) dias corridos - Data e horario de realizacao da licitacao: 03 de julho de
2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na data e horario indicados, na sede desta SDE, sito no Setor
Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar - Asa Norte - Brasilia - DF. O edital e seus anexos
deverao ser retirados conforme instrucoes contidas exclusivamente no endereco eletronico site:
h t t p : / / w w w. s d e . d f . g o v. b r / / , na pagina principal, aba ""licitacoes"", bem como maiores informacoes e respeito do
certame. Brasilia/DF, 03 de junho de 2019
VALTER DE CERQUEIRA JUNIOR
Presidente da Comissao Especial de Licitacao
SUBSECRETARIA DE ADMINISTRACAO GERAL
COMISSAO ESPECIAL DE LICITACAO
AVISO DE ABERTURA DE LICITACAO PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOLVIMENTO ECONOMICO
DO DISTRITO FEDERAL - ADES
Concorrencia LPN no 03/2019 - SDE/DF - do tipo empreitada por preco unitario, para Contratacao de
Empresa para Execucao das Obras de Complementacao da Pavimentacao da Pavimentacao 1 e 2 Etapas
e Complementacao da Urbanizacao e Mobilidade Urbana da ADE Polo JK, com financiamento do Banco
Interamericano de Desenvolvimento - BID. - processo n.o 0370-000477/2016 - valor estimado da
contratacao: R$ 20.213.139,36 - Programa de Trabalho 22.661.6207.5021.0001 - Modernizacao e Melhoria
da Infraestrutura das Areas de Desenvolvimento Economico do DF, PROCIDADES /DF, natureza de
despesa 4.4.90.51, Obras e Instalacoes - fonte 136 - Prazo de Execucao: 270 (duzentos e setenta) dias
corridos - Prazo de Vigencia do contrato: 480 (quatrocentos e oitenta) dias corridos - Data e horario de
realizacao da licitacao: 03 de julho de 2019 - as 10:30 horas (horario de Brasilia). A Comissao Especial
de Licitacao da SDE torna publico aos interessados a abertura da licitacao acima na data e horario
indicados, na sede desta SDE, sito no Setor Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar -
Asa Norte - Brasilia - DF. O edital e seus anexos deverao ser retirados conforme instrucoes contidas
exclusivamente no endereco eletronico site: http://www.sde.df.gov.br//, na pagina principal, aba
""licitacoes"", bem como maiores informacoes e respeito do certame"
57,nan," Aquisicao de compostador de residuos organicos solidos e de
esteira transportadora em V para a producao de composto organico para ser utilizado na producao de
mudas pela Gerencia de Producao Vegetal, Piscicultura e Pecuaria na Granja Modelo do Ipe, conforme
quantitativos e especificacoes contidas no Termo de Referencia e demais Anexos que integram o
edital, com valor Total de R$ 103",nan,nan,",
MENOR PRECO por item, na modalidade de PREGAO na forma ELETRONICA, EXCLUSIVO
PARA ENTIDADES PREFERENCIAIS AMPARADAS PELA LEI COMPLEMENTAR No 123/2006,
com previsao de abertura do certame para 18/06/2019, 09h00min, horario de Brasilia, Processo 00070-
00015399/2018-18 (SEI)",nan," (UASG) 926523
PREGAO ELETRONICO No 05/2019
A SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO
RURAL DO DISTRITO FEDERAL - SEAGRI/DF, torna publico a abertura de licitacao do tipo,
MENOR PRECO por item, na modalidade de PREGAO na forma ELETRONICA, EXCLUSIVO
PARA ENTIDADES PREFERENCIAIS AMPARADAS PELA LEI COMPLEMENTAR No 123/2006,
com previsao de abertura do certame para 18/06/2019, 09h00min, horario de Brasilia, Processo 00070-
00015399/2018-18 (SEI). OBJETO: Aquisicao de compostador de residuos organicos solidos e de
esteira transportadora em V para a producao de composto organico para ser utilizado na producao de
mudas pela Gerencia de Producao Vegetal, Piscicultura e Pecuaria na Granja Modelo do Ipe, conforme
quantitativos e especificacoes contidas no Termo de Referencia e demais Anexos que integram o
edital, com valor Total de R$ 103.800,00 (cento e tres mil e oitocentos reais). O Edital podera ser
retirado a partir da sua publicacao no endereco: www.comprasnet.gov.br e portal da SEAGRI/DF,
""Edital"". Brasilia-DF, 04 de junho de 2019"
58,00050-00157370/2017-98," Contratacao de empresa
especializada para a aplicacao presencial de 19","907.454,57","
Execucao: ate 150 dias corridos contados do recebimento da Nota de Empenho. Vigencia: do Contrato: 180
(cento e oitenta) dias a partir da data da assinatura. ", Menor Preco,nan,"
PREGAO ELETRONICO No 04/2018
PROCESSO: 00050-00157370/2017-98. TIPO: Menor Preco. OBJETO: Contratacao de empresa
especializada para a aplicacao presencial de 19.537 questionarios no territorio do Distrito Federal, com
tempo de entrevista de aproximadamente 40 (quarenta) minutos, no domicilio das pessoas a serem
entrevistadas, selecionadas segundo uma amostra que sera fornecida pela contratante. Estes questionarios
serao aplicados obrigatoriamente nas areas urbanas de todas as regioes administrativas do Distrito Federal,
com individuos de ambos os sexos e idade igual ou maior que 16 anos. Por questoes metodologicas,
entrevistadores do sexo masculino so podem entrevistar pessoas do mesmo sexo, e para entrevistadores do
sexo feminino e entrevistar pessoas de ambos os sexos. Os questionarios deverao ser aplicados em meio
digital e as entrevistas devem ser georreferenciadas. VALOR ESTIMADO: R$ 907.454,57. DOTACAO:
UO: 24.101. PROGRAMA DE TRABALHO: 06.181.6217.3711.6163 - FR: 100- ND: 3.3.90.39. PRAZOS:
Execucao: ate 150 dias corridos contados do recebimento da Nota de Empenho. Vigencia: do Contrato: 180
(cento e oitenta) dias a partir da data da assinatura. DATA DA SESSAO PUBLICA: 18/06/2018 as 10:00
horas no www.comprasgovernamentais.gov.br. UASG 450107. Edital esta disponivel no endereco acima e
no www.ssp.df.gov.br/licitacoes/"
59,nan,nan,nan,nan,nan,nan,"
TOMADA DE PRECOS No 01/2019
Processo: 001-000839/2018. Objeto: Contratacao de empresa especializada de engenharia para implantacao do
restaurante, abrigo de ambulancia e praca do servidor nas dependencias da Camara Legislativa do Distrito
Federal, conforme especificacoes e demais informacoes constantes do Projeto Basico - Secao A do Edital"
60,00050-00023675/2018-88," Aquisicao de cameras
fotograficas, tripes para cameras, lentes para cameras fotograficas, microfones lapela, rebatedores de luz
portatil, iluminadores universal com tripes, banquetas dobraveis, mesas, cooler, kits desastres, torres de
iluminacao, lapis de cor, giz de cera, bones do tipo gorro, cavaletes flip-chart, trenas digital a laser, GPS,
lanternas tatica, megafones, micro cameras para atender demandas de unidades da Secretaria de Estado da
Seguranca Publica do Distrito Federal","257.653,29",nan, Menor Preco,nan,"
PREGAO ELETRONICO No 44/2018-SSPDF
Com itens para participacao exclusiva de ME/EPP
PROCESSO: 00050-00023675/2018-88. TIPO: Menor Preco. OBJETO: Aquisicao de cameras
fotograficas, tripes para cameras, lentes para cameras fotograficas, microfones lapela, rebatedores de luz
portatil, iluminadores universal com tripes, banquetas dobraveis, mesas, cooler, kits desastres, torres de
iluminacao, lapis de cor, giz de cera, bones do tipo gorro, cavaletes flip-chart, trenas digital a laser, GPS,
lanternas tatica, megafones, micro cameras para atender demandas de unidades da Secretaria de Estado da
Seguranca Publica do Distrito Federal. VALOR ESTIMADO: R$ 257.653,29. DOTACAO: UO: 24.101"
61,00050-00004195/2019-07," Contratacao de empresa
especializada na prestacao de servicos de limpeza e conservacao forma continua, com fornecimento de
materiais, para atender as unidades da Secretaria de Estado de Seguranca Publica do Distrito Federal","11.047.493,63"," De inicio da execucao dos servicos: 5 dias uteis contados da
assinatura do contrato. De execucao: prestacao de servicos continuada, nos regimes de 36 e 44 horas
semanais. Vigencia do Contrato: 12 (doze) meses a partir da ", Menor Preco,nan,"
PREGAO ELETRONICO No 22/2019
Com cota reservada para participacao das ME/EPP's
PROCESSO: 00050-00004195/2019-07. TIPO: Menor Preco. OBJETO: Contratacao de empresa
especializada na prestacao de servicos de limpeza e conservacao forma continua, com fornecimento de
materiais, para atender as unidades da Secretaria de Estado de Seguranca Publica do Distrito Federal. VALOR
ESTIMADO: R$ 11.047.493,63. PRAZOS: De inicio da execucao dos servicos: 5 dias uteis contados da
assinatura do contrato. De execucao: prestacao de servicos continuada, nos regimes de 36 e 44 horas
semanais. Vigencia do Contrato: 12 (doze) meses a partir da data da assinatura, podendo ser prorrogado"
62,00401-00003998/2019-17," A escolha da proposta mais vantajosa para eventual aquisicao de
equipamentos de informatica necessarios a instalacao do software Sistema de Gerenciamento do Atendimento -
SGA nas unidades da Defensoria Publica do Distrito Federal - DPDF, Impressoras Termicas, Bobinas
Termicas, Televisores, Suporte para Televisores, visando o aprimoramento dos processos de atendimento, de
modo a melhorar as relacoes Defensoria-Cidadao, conforme condicoes, quantidades e exigencias estabelecidas
neste Edital e seus anexos, mediante SISTEMA DE REGISTRO DE PRECOS (SRP)",nan,nan, de Licitacao: menor preco por Grupo de item,nan,"
PREGAO ELETRONICO - SRP - No 04/2019 - (UASG: 926314)
Processo: 00401-00003998/2019-17. Objeto: A escolha da proposta mais vantajosa para eventual aquisicao de
equipamentos de informatica necessarios a instalacao do software Sistema de Gerenciamento do Atendimento -
SGA nas unidades da Defensoria Publica do Distrito Federal - DPDF, Impressoras Termicas, Bobinas
Termicas, Televisores, Suporte para Televisores, visando o aprimoramento dos processos de atendimento, de
modo a melhorar as relacoes Defensoria-Cidadao, conforme condicoes, quantidades e exigencias estabelecidas
neste Edital e seus anexos, mediante SISTEMA DE REGISTRO DE PRECOS (SRP). A despesa com a
execucao do objeto desta licitacao e estimada em R$ 108.117,20 (cento e oito mil cento e dezessete reais e vinte
centavos). Tipo de Licitacao: menor preco por Grupo de item. Regime de Execucao: Empreitada por Preco
unitario. Data e horario de abertura do certame as 10h do dia 24 de junho de 2019. O Edital podera ser retirado
nos enderecos eletronicos www.comprasgovernamentais.gov.br. Informacoes pelo telefone: (61) 2196-4387"
