,Texto
19014,Locador
19015,:
19016,JOSÉ
19017,FERNANDES
19018,DE
19019,ANDRADE
19020,.
19021,Processo
19022,1.533/2021
19023,.
19024,As
19025,despesas
19026,decorrentes
19027,do
19028,presente
19029,contrato
19030,correrão
19031,com
19032,base
19033,no
19034,orçamento
19035,de
19036,investimentos
19037,e
19038,dispêndios
19039,","
19040,natureza
19041,04
19042,-
19043,Dispêndio
19044,das
19045,Estatais
19046,e
19047,Fonte
19048,01
19049,-
19050,geração
19051,própria
19052,.
19053,BRUNO
19054,COSTA
19055,NUNES
19056,","
19057,Gerente
19058,de
19059,área
19060,e.e
19061,.
19062,EXTRATO
19063,DO
19064,CONTRATO
19065,BRB
19066,Nº
19067,56/2022
19068,Locador
19069,:
19070,ROBÉRIO
19071,ALVES
19072,.
19073,Modalidade
19074,:
19075,Dispensa
19076,de
19077,Licitação
19078,.
19079,Objeto
19080,:
19081,Locação
19082,de
19083,imóvel
19084,para
19085,a
19086,instalação
19087,de
19088,ponto
19089,de
19090,atendimento
19091,do
19092,BRB
19093,.
19094,Vigência
19095,:
19096,16/02/2022
19097,a
19098,15/02/2032
19099,.
19100,Valor
19101,Total
19102,:
19103,R$
19104,"480.000,00"
19105,.
19106,Gestor
19107,:
19108,Silas
19109,Campos
19110,Teixeira
19111,.
19112,Pelo
19113,BRB
19114,:
19115,Juliana
19116,Cristina
19117,Lins
19118,Duarte
19119,Lima
19120,;
19121,e
19122,pelo
19123,Locador
19124,:
19125,ROBÉRIO
19126,ALVES
19127,.
19128,Processo
19129,Pri
19130,1.557/2021
19131,.
19132,As
19133,despesas
19134,decorrentes
19135,do
19136,presente
19137,contrato
19138,correrão
19139,com
19140,base
19141,no
19142,orçamento
19143,de
19144,investimentos
19145,e
19146,dispêndios
19147,","
19148,natureza
19149,04
19150,-
19151,Dispêndio
19152,das
19153,Estatais
19154,e
19155,Fonte
19156,01
19157,-
19158,geração
19159,própria
19160,.
19161,BRUNO
19162,COSTA
19163,NUNES
19164,","
19165,Gerente
19166,de
19167,área
19168,e.e
19169,.
19170,EXTRATO
19171,DO
19172,CONTRATO
19173,BRB
19174,Nº
19175,105/2022
19176,Contratada
19177,:
19178,Sodexo
19179,Pass
19180,do
19181,Brasil
19182,Serviços
19183,e
19184,Comércio
19185,S.A.
19186,Modalidade
19187,:
19188,Pregão
19189,Eletrônico
19190,nº
19191,74/2021
19192,.
19193,Objeto
19194,:
19195,cartões
19196,eletrônicos
19197,do
19198,Programa
19199,de
19200,Alimentação
19201,do
19202,Trabalhador
19203,-
19204,PAT
19205,.
19206,Vigência
19207,:
19208,3/3/2022
19209,a
19210,3/3/2023
19211,.
19212,Valor
19213,:
19214,R$
19215,"72.207.218,07"
19216,.
19217,Signatários
19218,:
19219,Pelo
19220,BRB
19221,:
19222,Cristiane
19223,Maria
19224,Lima
19225,Bukowitz
19226,;
19227,Pela
19228,Contratada
19229,:
19230,Thierry
19231,Noel
19232,Michel
19233,Guihard
19234,.
19235,Processo
19236,:
19237,1307/2021
19238,.
19239,BRUNO
19240,COSTA
19241,NUNES
19242,.
19243,Gerente
19244,de
19245,Área
19246,e.e
19247,.
19248,EXTRATO
19249,DO
19250,CONTRATO
19251,Nº
19252,44050/2021
19253,Processo
19254,:
19255,04001-0000000426/
19256,2021-56
19257,-
19258,DAS
19259,PARTES
19260,:
19261,INSTITUTO
19262,DE
19263,ASSIST
19264,.
19265,À
19266,SAÚDE
19267,DOS
19268,SERV
19269,.
19270,DO
19271,DF-INAS
19272,na
19273,qualidade
19274,de
19275,CONTRATANTE
19276,","
19277,CLINICA
19278,DE
19279,PSICOLOGIA
19280,ESSENCIA
19281,LTDA-ME
19282,.
19283,na
19284,qualidade
19285,de
19286,CONTRATADA
19287,.
19288,DO
19289,OBJETO
19290,:
19291,CREDECIAMENTO
19292,DE
19293,PESSOAS
19294,JURIDICAS
19295,PARA
19296,PRESTAÇÃO
19297,DE
19298,SERVIÇOS
19299,DE
19300,SAÚDE
19301,AOS
19302,BENEFICIÁRIOS
19303,DO
19304,PLANO
19305,DE
19306,ASSISTÊNCIA
19307,SUPLEMENTAR
19308,À
19309,SAÚDE
19310,-
19311,GDF-SAÚDE-DF
19312,","
19313,COMPREENDENDO
19314,ASSISTÊNCIA
19315,MÉDICA
19316,E
19317,SERVIÇOS
19318,AUXILIARES
19319,DE
19320,DIAGNÓSTICO
19321,E
19322,TERAPIA
19323,;
19324,CONFORME
19325,CONTRATO
19326,.
19327,DO
19328,VALOR
19329,:
19330,R$
19331,"10.000,00"
19332,(
19333,dez
19334,mil
19335,reais
19336,)
19337,e
19338,correrá
19339,à
19340,conta
19341,de
19342,dotações
19343,orçamentárias
19344,consignadas
19345,no
19346,orçamento
19347,corrente
19348,-Lei
19349,Orçamentária
19350,Anual
19351,.
19352,DA
19353,DOTAÇÃO
19354,ORÇAMENTÁRIA
19355,:
19356,A
19357,despesa
19358,correrá
19359,à
19360,conta
19361,da
19362,seguinte
19363,Dotação
19364,Orçamentária
19365,:
19366,DOTAÇÃO
19367,ORÇAMENTÁRIA
19368,:
19369,UO:19212
19370,;
19371,PROGRAMA
19372,DE
19373,TRABALHO
19374,:
19375,10122620361957
19376,","
19377,FONTE
19378,DE
19379,RECURSO
19380,:
19381,220000000
19382,;
19383,UG
19384,:
19385,140202
19386,;
19387,GESTÃO
19388,:
19389,14202
19390,;
19391,EMPENHO
19392,2022NE0/0101
19393,","
19394,DATADO
19395,DE
19396,:
19397,14/02/2022
19398,","
19399,VALOR
19400,DO
19401,EMPENHO
19402,:
19403,R$
19404,"10.000,00"
19405,(
19406,dez
19407,mil
19408,reais
19409,)
19410,DOTAÇÃO
19411,ORÇAMENTÁRIA
19412,:
19413,UO:19212
19414,;
19415,PROGRAMA
19416,DE
19417,TRABALHO
19418,:
19419,10122620361957
19420,","
19421,FONTE
19422,DE
19423,RECURSO
19424,:
19425,220000000
19426,;
19427,UG
19428,:
19429,140202
19430,;
19431,GESTÃO
19432,:
19433,14202
19434,;
19435,EMPENHO
19436,2022NE0/0089
19437,","
19438,DATADO
19439,DE
19440,:
19441,11/02/2022
19442,","
19443,VALOR
19444,DO
19445,EMPENHO
19446,:
19447,R$
19448,"5.000,00"
19449,(
19450,cinco
19451,mil
19452,reais
19453,)
19454,.
19455,DO
19456,PRAZO
19457,EXECUÇÃO
19458,/
19459,VIGÊNCIA
19460,:
19461,12(doze
19462,)
19463,mês(es
19464,)
19465,consecutivos
19466,e
19467,12
19468,(
19469,doze
19470,)
19471,mês(es
19472,)
19473,consecutivos
19474,","
19475,respectivamente
19476,.
19477,Observado
19478,o
19479,disposto
19480,no
19481,art.
19482,57
19483,da
19484,Lei
19485,nº
19486,8666/93
19487,.
19488,DA
19489,ASSINATURA:07/06/2021
19490,.
19491,DOS
19492,SIGNATÁRIOS
19493,:
19494,Pela
19495,INSTITUTO
19496,DE
19497,ASSIST
19498,.
19499,À
19500,SAÚDE
19501,DOS
19502,SERV
19503,.
19504,DO
19505,DF-INAS
19506,:
19507,DANIEL
19508,BELTRAO
19509,DE
19510,ROSSITER
19511,CORREA
19512,-
19513,Presidente
19514,e
19515,pela
19516,CONTRATADA
19517,:
19518,MAIRA
19519,FERREIRA
19520,CORDEIRO
19521,","
19522,na
19523,qualidade
19524,de
19525,Representante
19526,da
19527,Empresa
19528,.
19529,EXTRATO
19530,DO
19531,CONTRATO
19532,Nº
19533,44206/2021
19534,Processo
19535,:
19536,04001-0000000414/
19537,2021-21
19538,-
19539,DAS
19540,PARTES
19541,:
19542,INSTITUTO
19543,DE
19544,ASSIST
19545,.
19546,À
19547,SAÚDE
19548,DOS
19549,SERV
19550,.
19551,DO
19552,DF-INAS
19553,na
19554,qualidade
19555,de
19556,CONTRATANTE
19557,","
19558,LIFECARE
19559,EXAMES
19560,DIAGNOSTICOS
19561,LTDA-EPP
19562,.
19563,na
19564,qualidade
19565,de
19566,CONTRATADA
19567,.
19568,DO
19569,OBJETO
19570,:
19571,CREDECIAMENTO
19572,DE
19573,PESSOAS
19574,JURIDICAS
19575,PARA
19576,PRESTAÇÃO
19577,DE
19578,SERVIÇOS
19579,DE
19580,SAÚDE
19581,AOS
19582,BENEFICIÁRIOS
19583,DO
19584,PLANO
19585,DE
19586,ASSISTÊNCIA
19587,SUPLEMENTAR
19588,À
19589,SAÚDE
19590,-
19591,GDF-SAÚDE-DF
19592,","
19593,COMPREENDENDO
19594,ASSISTÊNCIA
19595,MÉDICA
19596,E
19597,SERVIÇOS
19598,AUXILIARES
19599,DE
19600,DIAGNÓSTICO
19601,E
19602,TERAPIA
19603,;
19604,CONFORME
19605,CONTRATO
19606,.
19607,DO
19608,VALOR
19609,:
19610,R$
19611,"5.000,00"
19612,(
19613,cinco
19614,mil
19615,reais
19616,)
19617,e
19618,correrá
19619,à
19620,conta
19621,de
19622,dotações
19623,orçamentárias
19624,consignadas
19625,no
19626,orçamento
19627,corrente
19628,-
19629,Lei
19630,Orçamentária
19631,Anual
19632,.
19633,DA
19634,DOTAÇÃO
19635,ORÇAMENTÁRIA
19636,:
19637,A
19638,despesa
19639,correrá
19640,à
19641,conta
19642,da
19643,seguinte
19644,Dotação
19645,Orçamentária
19646,:
19647,DOTAÇÃO
19648,ORÇAMENTÁRIA
19649,:
19650,UO:19212
19651,;
19652,PROGRAMA
19653,DE
19654,TRABALHO
19655,:
19656,10122620361957
19657,","
19658,FONTE
19659,DE
19660,RECURSO
19661,:
19662,220000000
19663,;
19664,UG
19665,:
19666,140202
19667,;
19668,GESTÃO
19669,:
19670,14202
19671,;
19672,EMPENHO
19673,2022NE0/0087
19674,","
19675,DATADO
19676,DE
19677,:
19678,11/02/2022
19679,","
19680,VALOR
19681,DO
19682,EMPENHO
19683,:
19684,R$
19685,"5.000,00"
19686,(
19687,cinco
19688,mil
19689,reais
19690,)
19691,.
19692,DO
19693,PRAZO
19694,EXECUÇÃO
19695,/
19696,VIGÊNCIA
19697,:
19698,12(doze
19699,)
19700,mês(es
19701,)
19702,consecutivos
19703,e
19704,12
19705,(
19706,doze
19707,)
19708,mês(es
19709,)
19710,consecutivos
19711,","
19712,respectivamente
19713,.
19714,Observado
19715,o
19716,disposto
19717,no
19718,art.
19719,57
19720,da
19721,Lei
19722,nº
19723,8666/93
19724,.
19725,DA
19726,ASSINATURA
19727,:
19728,01/06/2021
19729,.
19730,DOS
19731,SIGNATÁRIOS
19732,:
19733,Pela
19734,INSTITUTO
19735,DE
19736,ASSIST
19737,.
19738,À
19739,SAÚDE
19740,DOS
19741,SERV
19742,.
19743,DO
19744,DF-INAS
19745,:
19746,DANIEL
19747,BELTRAO
19748,DE
19749,ROSSITER
19750,CORREA
19751,-
19752,Presidente
19753,e
19754,pela
19755,CONTRATADA
19756,:
19757,HANNAH
19758,KAROLINE
19759,GOMES
19760,REIS
19761,RIZZO
19762,","
19763,na
19764,qualidade
19765,de
19766,Representante
19767,da
19768,Empresa
19769,.
19770,EXTRATO
19771,DO
19772,CONTRATO
19773,Nº
19774,45071/2021
19775,Processo
19776,:
19777,04001-0000000446/
19778,2021-27
19779,-
19780,DAS
19781,PARTES
19782,:
19783,INSTITUTO
19784,DE
19785,ASSIST
19786,.
19787,À
19788,SAÚDE
19789,DOS
19790,SERV
19791,.
19792,DO
19793,DF-INAS
19794,na
19795,qualidade
19796,de
19797,CONTRATANTE
19798,","
19799,INOVOX
19800,CENTRO
19801,DE
19802,DIAGNOSTICO
19803,EM
19804,OTORRINOLARINGOLOG
19805,na
19806,qualidade
19807,de
19808,CONTRATADA
19809,.
19810,DO
19811,OBJETO
19812,:
19813,CREDECIAMENTO
19814,DE
19815,PESSOAS
19816,JURIDICAS
19817,PARA
19818,PRESTAÇÃO
19819,DE
19820,SERVIÇOS
19821,DE
19822,SAÚDE
19823,AOS
19824,BENEFICIÁRIOS
19825,DO
19826,PLANO
19827,DE
19828,ASSISTÊNCIA
19829,SUPLEMENTAR
19830,À
19831,SAÚDE
19832,-
19833,GDF-SAÚDE-DF
19834,","
19835,COMPREENDENDO
19836,ASSISTÊNCIA
19837,MÉDICA
19838,E
19839,SERVIÇOS
19840,AUXILIARES
19841,DE
19842,DIAGNÓSTICO
19843,E
19844,TERAPIA
19845,;
19846,CONFORME
19847,CONTRATO
19848,.
19849,DO
19850,VALOR
19851,:
19852,R$
19853,"5.000,00"
19854,(
19855,cinco
19856,mil
19857,reais
19858,)
19859,e
19860,correrá
19861,à
19862,conta
19863,de
19864,dotações
19865,orçamentárias
19866,consignadas
19867,no
19868,orçamento
19869,corrente
19870,-
19871,Lei
19872,Orçamentária
19873,Anual
19874,.
19875,DA
19876,DOTAÇÃO
19877,ORÇAMENTÁRIA
19878,:
19879,A
19880,despesa
19881,correrá
19882,à
19883,conta
19884,da
19885,seguinte
19886,Dotação
19887,Orçamentária
19888,:
19889,DOTAÇÃO
19890,ORÇAMENTÁRIA
19891,:
19892,UO:19212
19893,;
19894,PROGRAMA
19895,DE
19896,TRABALHO
19897,:
19898,10122620361957
19899,","
19900,FONTE
19901,DE
19902,RECURSO
19903,:
19904,220000000
19905,;
19906,UG
19907,:
19908,140202
19909,;
19910,GESTÃO
19911,:
19912,14202
19913,;
19914,EMPENHO
19915,2022NE0/0088
19916,","
19917,DATADO
19918,DE
19919,:
19920,11/02/2022
19921,","
19922,VALOR
19923,DO
19924,EMPENHO
19925,:
19926,R$
19927,"5.000,00"
19928,(
19929,cinco
19930,mil
19931,reais
19932,)
19933,.
19934,DO
19935,PRAZO
19936,EXECUÇÃO
19937,/
19938,VIGÊNCIA
19939,:
19940,12(doze
19941,)
19942,mês(es
19943,)
19944,consecutivos
19945,e
19946,12
19947,(
19948,doze
19949,)
19950,mês(es
19951,)
19952,consecutivos
19953,","
19954,respectivamente
19955,.
19956,Observado
19957,o
19958,disposto
19959,no
19960,art.
19961,57
19962,da
19963,Lei
19964,nº
19965,8666/93
19966,.
19967,DA
19968,ASSINATURA:14/06/2021
19969,.
19970,DOS
19971,SIGNATÁRIOS
19972,:
19973,Pela
19974,INSTITUTO
19975,DE
19976,ASSIST
19977,.
19978,À
19979,SAÚDE
19980,DOS
19981,SERV
19982,.
19983,DO
19984,DF-INAS
19985,:
19986,NEY
19987,FERRAZ
19988,JUNIOR
19989,-
19990,Presidente
19991,Interino
19992,e
19993,pela
19994,CONTRATADA
19995,:
19996,EDWARD
19997,CATTETE
19998,PINHEIRO
19999,FILHO
20000,","
20001,na
20002,qualidade
20003,de
20004,Representante
20005,da
20006,Empresa
20007,.
20008,EXTRATO
20009,DO
20010,CONTRATO
20011,Nº
20012,45074/2021
20013,Processo
20014,:
20015,04001-0000000449/
20016,2021-61
20017,-
20018,DAS
20019,PARTES
20020,:
20021,INSTITUTO
20022,DE
20023,ASSIST
20024,.
20025,À
20026,SAÚDE
20027,DOS
20028,SERV
20029,.
20030,DO
20031,DF-INAS
20032,na
20033,qualidade
20034,de
20035,CONTRATANTE
20036,","
20037,CLINICA
20038,HUMANAS
20039,-
20040,MEDICINA
20041,E
20042,REABILITACAO
20043,S
20044,/
20045,S
20046,na
20047,qualidade
20048,de
20049,CONTRATADA
20050,.
20051,DO
20052,OBJETO
20053,:
20054,CREDECIAMENTO
20055,DE
20056,PESSOAS
20057,JURIDICAS
20058,PARA
20059,PRESTAÇÃO
20060,DE
20061,SERVIÇOS
20062,DE
20063,SAÚDE
20064,AOS
20065,BENEFICIÁRIOS
20066,DO
20067,PLANO
20068,DE
20069,ASSISTÊNCIA
20070,SUPLEMENTAR
20071,À
20072,SAÚDE
20073,-
20074,GDF-SAÚDE-DF
20075,","
20076,COMPREENDENDO
20077,ASSISTÊNCIA
20078,MÉDICA
20079,E
20080,SERVIÇOS
20081,AUXILIARES
20082,DE
20083,DIAGNÓSTICO
20084,E
20085,TERAPIA
20086,;
20087,CONFORME
20088,CONTRATO
20089,.
20090,DO
20091,VALOR
20092,:
20093,R$
20094,"5.000,00"
20095,(
20096,cinco
20097,mil
20098,reais
20099,)
20100,e
20101,correrá
20102,à
20103,conta
20104,de
20105,dotações
20106,orçamentárias
20107,consignadas
20108,no
20109,orçamento
20110,corrente
20111,-
20112,Lei
20113,Orçamentária
20114,Anual
20115,.
20116,DA
20117,DOTAÇÃO
20118,ORÇAMENTÁRIA
20119,:
20120,A
20121,despesa
20122,correrá
20123,à
20124,conta
20125,da
20126,seguinte
20127,Dotação
20128,Orçamentária
20129,:
20130,DOTAÇÃO
20131,ORÇAMENTÁRIA
20132,:
20133,UO:19212
20134,;
20135,PROGRAMA
20136,DE
20137,TRABALHO
20138,:
20139,10122620361957
20140,","
20141,FONTE
20142,DE
20143,RECURSO
20144,:
20145,220000000
20146,;
20147,UG
20148,:
20149,140202
20150,;
20151,GESTÃO
20152,:
20153,14202
20154,;
20155,EMPENHO
20156,2022NE0/0086
20157,","
20158,DATADO
20159,DE
20160,:
20161,11/02/2022
20162,","
20163,VALOR
20164,DO
20165,EMPENHO
20166,:
20167,R$
20168,"5.000,00"
20169,(
20170,cinco
20171,mil
20172,reais
20173,)
20174,.
20175,DO
20176,PRAZO
20177,EXECUÇÃO
20178,/
20179,VIGÊNCIA
20180,:
20181,12(doze
20182,)
20183,mês(es
20184,)
20185,consecutivos
20186,e
20187,12
20188,(
20189,doze
20190,)
20191,mês(es
20192,)
20193,consecutivos
20194,","
20195,respectivamente
20196,.
20197,Observado
20198,o
20199,disposto
20200,no
20201,art.
20202,57
20203,da
20204,Lei
20205,nº
20206,8666/93
20207,.
20208,DA
20209,ASSINATURA:28/05/2021
20210,.
20211,DOS
20212,SIGNATÁRIOS
20213,:
20214,Pela
20215,INSTITUTO
20216,DE
20217,ASSIST
20218,.
20219,À
20220,SAÚDE
20221,DOS
20222,SERV
20223,.
20224,DO
20225,DF-INAS
20226,:
20227,DANIEL
20228,BELTRAO
20229,DE
20230,ROSSITER
20231,CORREA
20232,-
20233,Presidente
20234,e
20235,pela
20236,CONTRATADA
20237,:
20238,ALICE
20239,MARIA
20240,CAMILO
20241,DE
20242,AGUIAR
20243,","
20244,na
20245,qualidade
20246,de
20247,Representante
20248,da
20249,Empresa
20250,.
20251,EXTRATO
20252,DO
20253,CONTRATO
20254,Nº
20255,45713/2021
20256,Processo
20257,:
20258,04001-0000000859/
20259,2021-10
20260,-
20261,DAS
20262,PARTES
20263,:
20264,INSTITUTO
20265,DE
20266,ASSIST
20267,.
20268,À
20269,SAÚDE
20270,DOS
20271,SERV
20272,.
20273,DO
20274,DF-INAS
20275,na
20276,qualidade
20277,de
20278,CONTRATANTE
20279,","
20280,CLINICA
20281,UNNA
20282,VITTA
20283,SERVICOS
20284,MEDICOS
20285,LTDA
20286,na
20287,qualidade
20288,de
20289,CONTRATADA
20290,.
20291,DO
20292,OBJETO
20293,:
20294,CREDECIAMENTO
20295,DE
20296,PESSOAS
20297,JURIDICAS
20298,PARA
20299,PRESTAÇÃO
20300,DE
20301,SERVIÇOS
20302,DE
20303,SAÚDE
20304,AOS
20305,BENEFICIÁRIOS
20306,DO
20307,PLANO
20308,DE
20309,ASSISTÊNCIA
20310,SUPLEMENTAR
20311,À
20312,SAÚDE
20313,-
20314,GDF-SAÚDE-DF
20315,","
20316,COMPREENDENDO
20317,ASSISTÊNCIA
20318,MÉDICA
20319,E
20320,SERVIÇOS
20321,AUXILIARES
20322,DE
20323,DIAGNÓSTICO
20324,E
20325,TERAPIA
20326,;
20327,CONFORME
20328,CONTRATO
20329,.
20330,DO
20331,VALOR
20332,:
20333,R$
20334,"5.000,00"
20335,(
20336,cinco
20337,mil
20338,reais
20339,)
20340,e
20341,correrá
20342,à
20343,conta
20344,de
20345,dotações
20346,orçamentárias
20347,consignadas
20348,no
20349,orçamento
20350,corrente
20351,-
20352,Lei
20353,Orçamentária
20354,Anual
20355,.
20356,DA
20357,DOTAÇÃO
20358,ORÇAMENTÁRIA
20359,:
20360,A
20361,despesa
20362,correrá
20363,à
20364,conta
20365,da
20366,seguinte
20367,Dotação
20368,Orçamentária
20369,:
20370,DOTAÇÃO
20371,ORÇAMENTÁRIA
20372,:
20373,UO:19212
20374,;
20375,PROGRAMA
20376,DE
20377,TRABALHO
20378,:
20379,10122620361957
20380,","
20381,FONTE
20382,DE
20383,RECURSO
20384,:
20385,220000000
20386,;
20387,UG
20388,:
20389,140202
20390,;
20391,GESTÃO
20392,:
20393,14202
20394,;
20395,EMPENHO
20396,2022NE0/0082
20397,","
20398,DATADO
20399,DE
20400,:
20401,11/02/2022
20402,","
20403,VALOR
20404,DO
20405,EMPENHO
20406,:
20407,R$
20408,"5.000,00"
20409,(
20410,cinco
20411,mil
20412,reais
20413,)
20414,.
20415,DO
20416,PRAZO
20417,EXECUÇÃO
20418,/
20419,VIGÊNCIA
20420,:
20421,12(doze
20422,)
20423,mês(es
20424,)
20425,consecutivos
20426,e
20427,12
20428,(
20429,doze
20430,)
20431,mês(es
20432,)
20433,consecutivos
20434,","
20435,respectivamente
20436,.
20437,Observado
20438,o
20439,disposto
20440,no
20441,art.
20442,57
20443,da
20444,Lei
20445,nº
20446,8666/93
20447,.
20448,DA
20449,ASSINATURA:16/07/2021
20450,.
20451,DOS
20452,SIGNATÁRIOS
20453,:
20454,Pela
20455,INSTITUTO
20456,DE
20457,ASSIST
20458,.
20459,À
20460,SAÚDE
20461,DOS
20462,SERV
20463,.
20464,DO
20465,DF-INAS
20466,:
20467,NEY
20468,FERRAZ
20469,JUNIOR
20470,-
20471,Presidente
20472,Interino
20473,e
20474,pela
20475,CONTRATADA
20476,:
20477,CRISTIANA
20478,SILVA
20479,MACEDO
20480,","
20481,na
20482,qualidade
20483,de
20484,Representante
20485,da
20486,Empresa
20487,.
20488,EXTRATO
20489,DO
20490,CONTRATO
20491,Nº
20492,45738/2021
20493,Processo
20494,:
20495,04001-0000000741/
20496,2021-83
20497,-
20498,DAS
20499,PARTES
20500,:
20501,INSTITUTO
20502,DE
20503,ASSIST
20504,.
20505,À
20506,SAÚDE
20507,DOS
20508,SERV
20509,.
20510,DO
20511,DF-INAS
20512,na
20513,qualidade
20514,de
20515,CONTRATANTE
20516,","
20517,M
20518,TAVARES
20519,DIAS
20520,na
20521,qualidade
20522,de
20523,CONTRATADA
20524,.
20525,DO
20526,OBJETO
20527,:
20528,CREDECIAMENTO
20529,DE
20530,PESSOAS
20531,JURIDICAS
20532,PARA
20533,PRESTAÇÃO
20534,DE
20535,SERVIÇOS
20536,DE
20537,SAÚDE
20538,AOS
20539,BENEFICIÁRIOS
20540,DO
20541,PLANO
20542,DE
20543,ASSISTÊNCIA
20544,SUPLEMENTAR
20545,À
20546,SAÚDE
20547,-
20548,GDF-SAÚDE-DF
20549,","
20550,COMPREENDENDO
20551,ASSISTÊNCIA
20552,MÉDICA
20553,E
20554,SERVIÇOS
20555,AUXILIARES
20556,DE
20557,DIAGNÓSTICO
20558,E
20559,TERAPIA
20560,;
20561,CONFORME
20562,CONTRATO
20563,.
20564,DO
20565,VALOR
20566,:
20567,R$
20568,"5.000,00"
20569,(
20570,cinco
20571,mil
20572,reais
20573,)
20574,e
20575,correrá
20576,à
20577,conta
20578,de
20579,dotações
20580,orçamentárias
20581,consignadas
20582,no
20583,orçamento
20584,corrente
20585,-
20586,Lei
20587,Orçamentária
20588,Anual
20589,.
20590,DA
20591,DOTAÇÃO
20592,ORÇAMENTÁRIA
20593,:
20594,A
20595,despesa
20596,correrá
20597,à
20598,conta
20599,da
20600,seguinte
20601,Dotação
20602,Orçamentária
20603,:
20604,DOTAÇÃO
20605,ORÇAMENTÁRIA
20606,:
20607,UO:19212
20608,;
20609,PROGRAMA
20610,DE
20611,TRABALHO
20612,:
20613,10122620361957
20614,","
20615,FONTE
20616,DE
20617,RECURSO
20618,:
20619,220000000
20620,;
20621,UG
20622,:
20623,140202
20624,;
20625,GESTÃO
20626,:
20627,14202
20628,;
20629,EMPENHO
20630,2022NE0/0084
20631,","
20632,DATADO
20633,DE
20634,:
20635,11/02/2022
20636,","
20637,VALOR
20638,DO
20639,EMPENHO
20640,:
20641,R$
20642,"5.000,00"
20643,(
20644,cinco
20645,mil
20646,reais
20647,)
20648,.
20649,DO
20650,PRAZO
20651,EXECUÇÃO
20652,/
20653,VIGÊNCIA
20654,:
20655,12(doze
20656,)
20657,mês(es
20658,)
20659,consecutivos
20660,e
20661,12
20662,(
20663,doze
20664,)
20665,mês(es
20666,)
20667,consecutivos
20668,","
20669,respectivamente
20670,.
20671,Observado
20672,o
20673,disposto
20674,no
20675,art.
20676,57
20677,da
20678,Lei
20679,nº
20680,8666/93
20681,.
20682,DA
20683,ASSINATURA:01/09/2021
20684,.
20685,DOS
20686,SIGNATÁRIOS
20687,:
20688,Pela
20689,INSTITUTO
20690,DE
20691,ASSIST
20692,.
20693,À
20694,SAÚDE
20695,DOS
20696,SERV
20697,.
20698,DO
20699,DF-INAS
20700,:
20701,NEY
20702,FERRAZ
20703,JUNIOR
20704,-
20705,Presidente
20706,Interino
20707,e
20708,pela
20709,CONTRATADA
20710,:
20711,MIZAEL
20712,TAVARES
20713,DIAS
20714,","
20715,na
20716,qualidade
20717,de
20718,Representante
20719,da
20720,Empresa
20721,.
20722,EXTRATO
20723,DO
20724,CONTRATO
20725,Nº
20726,45754/2021
20727,Processo
20728,:
20729,04001-0000000729/
20730,2021-79
20731,-
20732,DAS
20733,PARTES
20734,:
20735,INSTITUTO
20736,DE
20737,ASSIST
20738,.
20739,À
20740,SAÚDE
20741,DOS
20742,SERV
20743,.
20744,DO
20745,DF-INAS
20746,na
20747,qualidade
20748,de
20749,CONTRATANTE
20750,","
20751,MARCAL
20752,E
20753,FILHO
20754,ENDOCRINOLOGIA
20755,E
20756,CLINICA
20757,MEDICA
20758,LTD
20759,na
20760,qualidade
20761,de
20762,CONTRATADA
20763,.
20764,DO
20765,OBJETO
20766,:
20767,CREDECIAMENTO
20768,DE
20769,PESSOAS
20770,JURIDICAS
20771,PARA
20772,PRESTAÇÃO
20773,DE
20774,SERVIÇOS
20775,DE
20776,SAÚDE
20777,AOS
20778,BENEFICIÁRIOS
20779,DO
20780,PLANO
20781,DE
20782,ASSISTÊNCIA
20783,SUPLEMENTAR
20784,À
20785,SAÚDE
20786,-
20787,GDF-SAÚDE-DF
20788,","
20789,COMPREENDENDO
20790,ASSISTÊNCIA
20791,MÉDICA
20792,E
20793,SERVIÇOS
20794,AUXILIARES
20795,DE
20796,DIAGNÓSTICO
20797,E
20798,TERAPIA
20799,;
20800,CONFORME
20801,CONTRATO
20802,.
20803,DO
20804,VALOR
20805,:
20806,R$
20807,"5.000,00"
20808,(
20809,cinco
20810,mil
20811,reais
20812,)
20813,e
20814,correrá
20815,à
20816,conta
20817,de
20818,dotações
20819,orçamentárias
20820,consignadas
20821,no
20822,orçamento
20823,corrente
20824,-
20825,Lei
20826,Orçamentária
20827,Anual
20828,.
20829,DA
20830,DOTAÇÃO
20831,ORÇAMENTÁRIA
20832,:
20833,A
20834,despesa
20835,correrá
20836,à
20837,conta
20838,da
20839,seguinte
20840,Dotação
20841,Orçamentária
20842,:
20843,DOTAÇÃO
20844,ORÇAMENTÁRIA
20845,:
20846,UO:19212
20847,;
20848,PROGRAMA
20849,DE
20850,TRABALHO
20851,:
20852,10122620361957
20853,","
20854,FONTE
20855,DE
20856,RECURSO
20857,:
20858,220000000
20859,;
20860,UG
20861,:
20862,140202
20863,;
20864,GESTÃO
20865,:
20866,14202
20867,;
20868,EMPENHO
20869,2022NE0/0085
20870,","
20871,DATADO
20872,DE
20873,:
20874,11/02/2022
20875,","
20876,VALOR
20877,DO
20878,EMPENHO
20879,:
20880,R$
20881,"5.000,00"
20882,(
20883,cinco
20884,mil
20885,reais
20886,)
20887,.
20888,DO
20889,PRAZO
20890,EXECUÇÃO
20891,/
