,texto
593,"AVISO DE LICITACAO
Procedimento Licitatorio Eletronico no 021/2019 - ASCAL/PRES - do tipo menor preco - por lotes, modo
de disputa fechado - para contratacao de empresa especializada de engenharia para construcao da Unidade
Basica de Saude - UBS, localizada na QNR 02 - Area Especial 12, em Ceilandia - DF, devidamente
especificado no Edital e seus anexos - Valor estimado da contratacao R$ 3.954.514,44 - Processo: 00112-
00007281/2019-18 - Data e horario da licitacao: 17 de dezembro de 2019 - as 09:00h. A Assessoria de
Cadastro e Licitacao da NOVACAP torna publico que realizara o Procedimento Licitatorio Eletronico
acima e que o Edital e seus anexos poderao ser retirados exclusivamente no sitio www.licitacoes-e.com.br.
Contatos: (061) 3403-2321 ou (061) 3403-2322 e email ascal@novacap.df.gov. b r.
Brasilia/DF, 25 de novembro de 2019.
DELCIMAR PIRES MARTINS
Chefe da ASCAL/PRES"
594,"AVISO DE ABERTURA
PREGAO ELETRONICO POR SRP No 362/2018 - UASG 926119
Objeto: Aquisicao de material ORTESES, PROTESES E MATERIAIS ESPECIAIS (OPME)
- CATETER URETERAL? E OUTROS, conforme especificacoes e quantitativos constantes
no Anexo I do Edital. Processo SEI no: 0060-00224144/2018-73. Total de 08 itens dis-
tribuidos em 04 Lotes (ampla concorrencia e cota as ME/EPP), Valor Estimado: R$
288.312,6928. Cadastro das Propostas: a partir de 10/09/2018. Abertura das Propostas:
20/09/2018, as 09:30 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital
encontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN - Setor de
Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83/124,
Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF.
PRISCILLA MOREIRA FALCAO FIGUEIREDO
Pregoeira"
616,"PREGAO ELETRONICO No 22/2018 - UASG 925046
AVISO DE LICITACAO
O METRO-DF, atraves da Pregoeira, torna publica a realizacao da licitacao para aquisicao de
equipamentos em aco a serem utilizados pelas areas administrativas e operacionais da
Companhia do Metropolitano do Distrito Federal - METRO/DF conforme processo n.o
097.000.0561/2018-11. A presente contratacao tem valor maximo estimado de R$ 17.780,07
e estao assegurados na LOA 2018, PT 26.453.6216.2756.6136, ND 44.90.52, Fontes 220.
Data e horario para recebimento das propostas: ate as 10:00 do dia 20 de setembro de 2018.
O respectivo Edital podera ser retirado nos enderecos eletronicos www.metro.df.gov.br e
www.comprasgovernamentais.gov.br, mediante pre-cadastro realizado neste ultimo para par-
ticipacao da licitacao.
POLIANA ROCHA MARQUES"
629,"AVISO DE REABERTURA DE LICITACAO
PREGAO ELETRONICO No 15/2018
Processo: 072.000.043/2018. A Empresa de Assistencia Tecnica e Extensao Rural do DF-
EMATER-DF, torna publica a reabertura da sessao do Pregao Eletronico n 15/2018. Objeto:
Aquisicao de adubos, sementes, mudas e mais produtos para serem utilizados nas unidades
didaticas de sistemas agroflorestais em propriedades rurais do DF, de acordo com os Pedido
de Compras 001, 004 e 005 da GEAGR- EMATER-DF. Tipo: Menor Preco por Lote/Item.
Valor Estimado: R$ 238.016,18 (duzentos e trinta e oito mil dezesseis reais e dezoito
centavos). PROGRAMA DE TRABALHO: 20.606.6207.2173.0002. DESPESA: 33.90.30.
FONTE DE RECURSO: 232. Prazos de entrega: Conforme Termo de Referencia. Re-
cebimento das propostas: ate 25/09/2018 as 14h00min no endereco eletronico www.com-
prasnet.gov.br UASG 926241. Data da Sessao Publica: 25/09/2018 as 14h01min. - Edital
disponivel no endereco acima.
LUCIANA DE ANDRADE CAMPOS
Pregoeira"
641,"AVISO DE ABERTURA DE LICITACAO
PREGAO ELETRONICO No 20/2018-SSPDF
REPETICAO DOS ITENS 02 E 04 DO PE No 22/2017-SSP
PARTICIPACAO EXCLUSIVA DE ME/EPP (apenas item 2)
PROCESSO: 050.001.370/2017. TIPO: Menor Preco. OBJETO: Aquisicao de 14 (quatorze)
fragmentadoras de papel e 20 (vinte) rastreadores pessoais, tipo GPS/GPRS, visando atender
a demanda do Convenio n.o 775.735/2012, celebrado entre a Uniao e o Governo do Distrito
Federal, para atendimento da Subsecretaria de Inteligencia da Secretaria de Estado da Se-
guranca Publica e da Paz Social e da Policia Civil do Distrito Federal, conforme es-
pecificacoes e quantitativos constantes neste Termo, quantitativos e condicoes estabelecidas
no Termo de Referencia constante do Anexo I deste Edital. VALOR ESTIMADO: R$
125.609,72. DOTACAO: UO 24.101 - PROG. TRAB.: 06.181.6217.1569.0001 e
06.122.6002.8517.0006 - FR: 332 e 100- ND: 4.4.90.52 e 33.90.39- Convenio 775.735/2012-
SENASP/MJ. PRAZOS: Entrega: ate 30 dias corridos contados da assinatura do contrato ou
recebimento da Nota de Empenho, o que ocorrer primeiro. Vigencia: 90 dias contados da
data da assinatura. DATA DA SESSAO PUBLICA: 20/09/2018 as 9 horas no www.com-
prasgovernamentais.gov.br. UASG 450107. Edital esta disponivel no endereco acima e no
h t t p : / / l i c i t a c o e s . s s p . d f . g o v. b r.
Brasilia/DF, 06 de setembro de 2018.
FRANKNEI DE OLIVEIRA RODRIGUES
Pregoeiro"
652,"AVISO DE LICITACAO
Pregao Eletronico no 041/2018 - ASCAL/PRES - do tipo menor preco por lote - para
aquisicao de maquina extratora eletrica portatil e gerador eletrico, conforme especificacoes e
quantitativos constantes do Termo de Referencia (Anexo I do Edital) - valor estimado R$
13.387,78 - Processo no 00112-00008000/2018-55 - Data e horario da licitacao: 20 de
setembro de 2018 - as 10:00h. A Assessoria de Cadastro e Licitacao da NOVACAP torna
publico que realizara o Pregao acima e que o Edital e seus anexos poderao ser retirados
exclusivamente no site www.licitacoes-e.com.br a partir do dia 10 de setembro de 2018.
Contatos e informacoes poderao ser obtidos por meio do telefone (061) 3403-2321 ou (061)
3403-2322 e email ascal@novacap.df.gov.br.
Brasilia/DF, 06 de setembro de 2018
FERNANDO MORAIS
Chefe da ASCAL/PRES."
663,"AVISO DE LICITACAO - COTA RESERVADA, REQUISITOS
PREGAO ELETRONICO No 182/2018-CAESB
PROCESSO: 092.004741/2018. OBJETO: Registro de precos para aquisicao de cloreto de
polialuminio; DOTACAO ORCAMENTARIA: UO: 22.202; PROGRAMA DE TRABA-
LHO: 17.122.6001.8517/6977; NATUREZA DE DESPESA: 339030; Codigo de Aplicacao:
12.403.402.300-0. FONTE DE RECURSO: Recursos Proprios, CODIGO: 11.101.000.000-3.
ENTREGA: 05 dias uteis. VIGENCIA: 365 dias. ABERTURA: 24/09/2018, as 09 horas no
site www.comprasnet.gov.br (UASG: 974200). INFORMACOES: O edital e seus anexos
encontram-se disponiveis no site: www.caesb.df.gov.br - menu Licitacoes, a partir do dia
10/09/2018. Fone: (61) 3213- 7575, E-mail: licitacao@caesb.df.gov.br.
ELISA TEREZINHA HAMMES
Pregoeira"
675,"AVISO DE LICITACAO
PREGAO ELETRONICO No 27/2019
PROCESSO: 0052.002.486/2017. OBJETO: Aquisicao de pacote de Software ADOBE CREATIVE
CLOUD, pelo periodo de 03 (tres) anos, para atender as necessidades das Secoes de Fotografia e
Computacao Grafica do Instituto de Criminalistica da Policia Civil do Distrito Federal. TIPO: Menor
Preco. Valor estimado da licitacao: R$ 73.774,60 (setenta e tres mil, setecentos e setenta e quatro reais
e sessenta centavos). Natureza de Despesa: 4.4.90.40. Fonte 100 (FCDF). Programa de Trabalho
28.845.0903.00NR.0053 - Manutencao da Policia Civil do Distrito Federal Unidade Orcamentaria:
73.901. UASG 926015. Prazo de execucao: conforme Edital. Data limite do recebimento das
propostas: 26 de agosto de 2019, as 10h30. O Edital, com todos seus anexos, devera ser obtido no
site www.comprasnet.gov.br ou www.pcdf.df.gov.br ou ainda na Comissao Permanente de Licitacao,
localizada no SPO, Conjunto A, Lote 23, Edificio da Direcao Geral, 3o Andar, Complexo da PCDF,
Brasilia-DF, nos dias uteis, no horario: das 12h as 18h30min, atraves de CD, o qual devera ser
fornecido pelo interessado. Maiores informacoes na CPL/PCDF fones: 3207-4071/4046.
Brasilia/DF, 12 de agosto de 2019
KELLY CRISTINA CORDEIRO GUEDES
Pregoeira"
686,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 3/2019 (UASG: 927507)
Processo: 00400-00023725/2019-17. Objeto: Contratacao empresa especializada para prestacao de
servicos graficos - incluindo material e mao de obra necessaria para a execucao e acabamento dos
servicos graficos -, sob demanda, necessarios a realizacao da eleicao dos Conselheiros Tutelares do
Distrito Federal para o Quadrienio 2020/2023, conforme condicoes e exigencias estabelecidas no
Projeto Basico constante do Anexo I do Edital. A despesa com a execucao do objeto desta licitacao
e estimada em R$ 93.464,12 (noventa e tres mil quatrocentos e sessenta e quatro reais e doze
centavos). Tipo de Licitacao: Menor preco global. Data e horario de abertura do certame as 14h do
dia  23  de  agosto  de  2019.  O  Edital  podera  ser  retirado  nos  enderecos  eletronicos
www.comprasgovernamentais.gov.br e www.sejus.df.gov.br a partir do dia 13/08/2019. Informacoes
pelo telefone: (61) 3213-0712.
ERONILDO DE JESUS
Pregoeiro"
687,"AVISO DE LICITACAO
PREGAO ELETRONICO No 070/2019 - UASG 974002
Objeto: Aquisicao de generos alimenticios, de carater geral, com vistas a suprir as necessidades de
consumo da Residencia Oficial e do Gabinete do Vice-Governador, conforme condicoes e
especificacoes constantes no termo de referencia constante do Anexo I do Edital. Valor total estimado:
R$ 147.927,29. Tipo de Licitacao: Menor Preco. Unidade Orcamentaria: 10101. Programa de
Trabalho: 04.122.6003.8517.0109. Elemento de despesa: 3.3.90.30. Fonte 100. Abertura das propostas
dia 12/11/2019, as 9h30min. Processo no: 00014-00000723/2019-87. O edital podera ser retirado no
endereco eletronico www.comprasgovernamentais.gov.br. Informacoes pelo telefone: (61) 3313.8497.
Brasilia/DF, 29 de outubro de 2019
EDMAR FIRMINO LIMA
Pregoeiro"
701,"AVISO DO PREGAO ELETRONICO No 071/2019
O BRB - BANCO DE BRASILIA S.A. torna publica a data de realizacao do Pregao Eletronico no 071/2019.
Data, horario e endereco eletronico para abertura: 11/11/2019, as 9:30h (horario de Brasilia),
www.comprasgovernamentais.gov.br. Objeto: calendarios personalizados para 2020, conforme condicoes do
edital e seus anexos. O valor estimado esta em conformidade com o Art. 34 da Lei no 13.303/2016. Local de
obtencao do edital: www.comprasgovernamentais.gov.br. UASG: 925008. Processo no 550/2019. Carlos F. L.
Fagundes - Pregoeiro."
717,"AVISO DE ABERTURA DE LICITACAO PUBLICA NACIONAL
PROJETO BR-L 1076 - SDE-DF/BID
PROCIDADES - PROGRAMA DE DESENVOLVIMENTO ECONOMICO
DO DISTRITO FEDERAL - ADES
Concorrencia LPN no 04/2019 - SDE/DF - do tipo empreitada por preco unitario, para contratacao de
empresa especializada em servicos de engenharia para a realizacao da obra de implantacao da linha
aerea de distribuicao em 138 KV, que ligara as subestacoes Santa Maria e Mangueiral a subestacao
do Polo JK, com financiamento do Banco Interamericano de Desenvolvimento - BID. - processo n.o
00370-00003247/2019-14 - valor estimado da contratacao: R$ 11.901.466,84 (onze milhoes novecentos
e um mil quatrocentos e sessenta e seis reais e oitenta e quatro centavos) - Programa de Trabalho
22.661.6207.5021.0001 - Modernizacao e Melhoria da Infraestrutura das Areas de Desenvolvimento
Economico do DF, PROCIDADES /DF, natureza de despesa 4.4.90.51, Obras e Instalacoes - fonte 136
- Prazo de Execucao: 300 (trezentos) dias corridos - Prazo de Vigencia do contrato: 390 (trezentos
e noventa) dias corridos - Data e horario de realizacao da licitacao: 28 de novembro de 2019 - as
10:30 horas (horario de Brasilia). A Comissao Especial de Licitacao da SDE torna publico aos
interessados a abertura da licitacao acima na data e horario indicados, na sede desta SDE, no endereco
Setor Comercial Norte, Quadra 02, Bloco ""C"", N 900, 2o andar - Asa Norte - Brasilia - DF. O edital
e seus anexos deverao ser retirados conforme instrucoes contidas exclusivamente no endereco
eletronico site: http://www.sde.df.gov.br//, na pagina principal, aba ""licitacoes"", bem como, para acesso
a outras informacoes acerca do referido certame.
Brasilia/DF, 29 de outubro de 2019
VALTER DE CERQUEIRA JUNIOR
Presidente da Comissao"
718,"AVISO DE LICITACAO
Procedimento Licitatorio Eletronico 016/2019 - ASCAL/PRES - do tipo menor preco - por lote, modo
de disputa fechado - para Registro de Precos para eventual contratacao de empresa especializada para
a execucao de bases em concreto para implantacao de Multi-exercitadores, de Academias Universais
ao Ar Livre e de Pontos de Encontros Comunitarios - PEC's em varios locais do Distrito Federal,
devidamente especificado no Edital e seus anexos - Valor estimado R$ 47.465.668,00 - processo no
0112-00024192/2019-28 - Data e horario da licitacao: 21 de novembro de 2019 - as 09:00h. A
Assessoria de Cadastro e Licitacao da NOVACAP torna publico que realizara o Procedimento
Licitatorio Eletronico acima e que o Edital e seus anexos poderao ser retirados exclusivamente no
sitio  www.licitacoes-e.com.br. Contatos:  (061) 3403-2321  ou (061)  3403-2322 e  email
a s c a l @ n o v a c a p . d f . g o v. b r.
Brasilia/DF, 29 de outubro de 2019
DELCIMAR PIRES MARTINS
Chefe"
730,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 245/2019 (*)
Processo: 092.005500/2019. OBJETO: Registro de precos para a aquisicao da tubulacao de aco carbono de
diametro nominal 40"" (1.000 mm) que sera utilizada na construcao da adutora de agua bruta do sistema de
abastecimento de agua Paranoa Sul (Lago Sul - DF). CRITERIO DE JULGAMENTO: Menor Preco.
DOTACAO ORCAMENTARIA: UO: 22.202; PROGRAMA DE TRABALHO: 17.512.6210.1827/0001;
NATUREZA DE DESPESA: 44.90.51; Codigo de Aplicacao: 22.202.013.041-4. FONTE DE RECURSO:
PAC/CEF/GDF-CT, CODIGO: 21.203.200.060-6. ENTREGA: 90 dias VIGENCIA: 365 dias.
ABERTURA: 25/10/2019, as 09 horas no portal www.comprasnet.gov.br (UASG: 974200).
INFORMACOES: O edital e seus anexos encontram-se disponiveis no site: www.caesb.df.gov.br - menu
Licitacoes e no site www.comprasnet.gov.br, a partir do dia 11/10/2019. Fone: (61) 3213-7130, E-mail:
l i c i t a c a o @ c a e s b . d f . g o v. b r.
SILVIO S. GONCALVES SOARES"
744,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 263/2019 (*)
Processo: 092.005731/2019. OBJETO: Registro de precos para aquisicao de materiais plasticos, rigidos e
flexiveis -PEAD (tubos e conexoes), para redes de agua e esgoto. CRITERIO DE JULGAMENTO: Menor
Preco.  DOTACAO  ORCAMENTARIA:  UO:  22.202;  PROGRAMA  DE  TRABALHO:
17.122.6001.8517/6977; NATUREZA DE DESPESA: 33.90.30; Codigo de Aplicacao: 22.204.013.021-5.
FONTE DE RECURSO: Proprios da Caesb, CODIGO: 12.403.402.200-2. VIGENCIA: 365 dias.
ENTREGA: 30 dias ABERTURA: 11/11/2019, as 09 horas no site www.comprasnet.gov.br (UASG:
974200). INFORMACOES: O edital e seus anexos encontram-se disponiveis no site: www.caesb.df.gov.br
- menu Licitacoes, a partir do dia 30/10/2019. Fone: (61) 3213-7130, E-mail: licitacao@caesb.df.gov.br.
DIEGO PIRINEUS PATTI"
754,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 264/2019
Processo: 092.004742/2019. OBJETO: Registro de precos para aquisicao de computadores (desktop,
notebook, workstation e outros). CRITERIO DE JULGAMENTO: Menor Preco; DOTACAO
ORCAMENTARIA: UO: 22.202; PROGRAMA DE TRABALHO: 17.126.6001.1471/5874; N AT U R E Z A
DE DESPESA: 449052; Codigo de Aplicacao: 22.103.011.011-3. FONTE DE RECURSO: Recursos
Proprios, CODIGO: 21.101.100.000-6. ENTREGA: 60/90 dias. VIGENCIA: 365 dias. ABERTURA:
13/11/2019, as 09 horas no site www.comprasnet.gov.br (UASG: 974200). INFORMACOES: O edital e
seus anexos encontram-se disponiveis no site: www.caesb.df.gov.br - menu Licitacoes, a partir do dia
30/10/2019. Fone: (61) 3213-7479, E-mail: licitacao@caesb.df.gov.br.
DIEGO PIRINEUS PATTI
Pregoeiro"
762,"AVISO DE ABERTURA
PREGAO ELETRONICO No 06/2019
Processo SEI/GDF no 00094-00000958/2019-81. Objeto: Aquisicao de dispositivos moveis do tipo
TABLET com acessorios a serem utilizados pelo Servico de Limpeza Urbana - DF, conforme
especificacoes e condicoes estabelecidas no Termo de Referencia constante do Anexo I deste Edital.
A Pregoeira do SERVICO DE LIMPEZA URBANA DO DISTRITO FEDERAL, torna publico o Pregao
Eletronico no 09/2019-SLU/DF. Tipo: MENOR PRECO, por lote. Valor estimado: R$ 319.804,66
(trezentos e dezenove mil, oitocentos e quatro reais e sessenta e seis centavos) Unidade Orcamentaria:
22214, UASG: 926254, Elemento de Despesa: 33.90.39 e 44.90.52. PT: 15.126.6001.1471.5851. Entrega
das Propostas: a partir de 30/10/2019, exclusivamente por meio do sistema eletronico. DATA DA SESSAO
PUBLICA: 12/11/2019, as 09h (horario de Brasilia) no endereco www.comprasgovernamentais.gov.br. O
Edital ficara  disponivel nos sitios www.comprasgovernamentais.gov.br  e do  SLU
http://www.slu.df.gov.br/pregao-eletronico-2019/. Outras informacoes e esclarecimentos poderao ser
obtidos nos telefones 3213-0200, no horario de 9h as 12h e das 14h as 17h.
Brasilia/DF, 29 de outubro de 2019
NEIDE APARECIDA BARROS DA SILVA"
782,"AVISO DE ABERTURA DE LICITACAO
PREGAO ELETRONICO No 19/2019
Processo: 001-001662/2015. Objeto: Contratacao de sistema de informatizacao da sessao plenaria com
instalacao de painel eletronico de votacao e respectivos dispositivos de votacao e aferimento de presenca
e quorum no plenario da CLDF. Valor estimado: R$ 2.305.485,14 (dois milhoes, trezentos e cinco mil,
quatrocentos e oitenta e cinco reais e quatorze centavos). Sessao Publica: 30/07/2019, 14h30min. Local:
www.comprasnet.gov.br. Tipo: menor preco global. Edital disponivel em: www.comprasnet.gov.br (UASG
974004) e www.cl.df.gov.br, no link Transparencia. Mais informacoes: (61) 3348-8650.
Brasilia/DF, 11 de julho de 2019.
DANIEL LUCHINE ISHIHARA
Pregoeiro"
794,"AVISO DE ABERTURA
PREGAO ELETRONICO POR SRP No 144/2019 - UASG 926119
Objeto: Aquisicao regular do material odontologico - LIMA USO ODONTOLOGICO e outros em
sistema de registro de precos, para atender as necessidades da Secretaria de Saude - DF, conforme
especificacoes e quantitativos constantes no Anexo I deste Edital. Processo SEI no: 00060-
00529941/2018-44. Total de 07 itens (exclusividade as ME/EPP). Valor Estimado: R$ 32.815,1948.
Cadastro das Propostas: a partir de 12/07/2019. Abertura das Propostas: 24/07/2019, as 09 horas,
horario de Brasilia, no site www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no
site ou com onus no endereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte
- Bloco ""A"", 1 andar, sala 83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF.
MERITA SIMIONI BORGES
Pregoeira"
806,"PREGAO ELETRONICO POR SRP No 145/2019 - UASG 926119
Objeto: Aquisicao de material de consumo de MASCARAS LARINGEAS em sistema de registro de
precos para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes e
quantitativos constantes no Anexo I do Edital. Processo SEI no: 00060-00542399/2018-15. Total de 06
itens (exclusividade as ME/EPP). Valor Estimado: R$ 162.370,2696. Cadastro das Propostas: a partir
de 12/07/2019. Abertura das Propostas: 24/07/2019, as 09 horas, horario de Brasilia, no site
www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no site ou com onus no
endereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1
andar, sala 83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF.
JULIANA ARAUJO E SOUZA
Pregoeira"
818,"AVISO DE LICITACAO
PREGAO ELETRONICO No 30/2019
Processo 00054-00019293/2017-66. Objeto: Aquisicao de 550 (quinhentos e cinquenta) headsets
profissionais monoauriculares (fones com microfones) para os atendentes e despachantes do Centro de
Operacoes da Policia Militar do Distrito Federal, conforme especificacoes e quantidades estimadas
descritas no Termo de Referencia, anexo I do Edital. Valor previsto: R$ 106.722,00 (cento e seis mil
e setecentos e vinte e dois reais). Tipo: menor preco por item. Data limite para recebimento das
propostas: Dia: 29/07/2019 as 14h (horario de Brasilia/DF). Elemento de Despesa: 4.4.90-52 ou
3.3.90-30. Copia do Edital se encontra no sitio www.comprasgovernamentais.gov.br e em
www.pm.df.gov.br. UASG: 926016. Informacoes: 3190-5555/3190-5556/3190-5557/3190-5559.
Brasilia/DF, 10 de julho de 2019
STEFANO ENES LOBAO
Ordenador de Despesas"
830,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 01/2019 (UASG: 927507)
Processo: 00400-00027562/2019-33. Objeto: Contratacao de pessoa juridica para prestacao de servicos de
apoio a realizacao da coleta de votos para o processo de escolha dos membros do Conselho Tutelar do
Distrito Federal no quadrienio 2020/2023, conforme condicoes, quantidades e exigencias estabelecidas no
Termo de Referencia constante do Anexo I do Edital. A despesa com a execucao do objeto desta licitacao
e estimada em R$ 2.386.728,14 (dois milhoes trezentos e oitenta e seis mil setecentos e vinte e oito reais
e quatorze centavos). Tipo de Licitacao: Menor preco global. Data e horario de abertura do certame as 10h
do dia 23 de julho de 2019. O Edital podera ser retirado nos enderecos eletronicos
www.comprasgovernamentais.gov.br e www.sejus.df.gov.br a partir do dia 12/07/2019. Informacoes pelo
telefone: (61) 3213-0712.
ERONILDO DE JESUS
Pregoeiro"
840,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 166/2019
COTA RESERVADA (ME/EPP/MEI). PROCESSO No: 092.003360/2019. OBJETO: Registro de precos
para a aquisicao de conjuntos para analise espectrofotometrica (conjunto para analise de nitrogenio,
conjunto para analise de nitrato e outros). CRITERIO DE JULGAMENTO: Menor Preco; DOTACAO
ORCAMENTARIA: UO: 22.202; PROGRAMA DE TRABALHO: 18.122.6001.8517/6977; N AT U R E Z A
DE DESPESA: 33.90.30; Codigo de Aplicacao: 12.403.402.200-0. FONTE DE RECURSO: Recursos
Proprios, CODIGO: 12.101.000.000-3. ENTREGA: 30 dias. VIGENCIA: 365 dias. ABERTURA:
25/07/2019, as 09 horas no site www.comprasnet.gov.br (UASG: 974200). INFORMACOES: O edital e
seus anexos encontram-se disponiveis no site: www.caesb.df.gov.br - menu Licitacoes, a partir do dia
12/07/2019. Fone: (61) 3213-7575, E-mail: licitacao@caesb.df.gov.br.
ELISA TEREZINHA HAMMES
Pregoeira"
850,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 167/2019
COTA RESERVADA (ME/EPP/MEI). PROCESSO No: 092.003361/2019. OBJETO: Registro de precos
para a aquisicao de materiais de cobre, bronze e latao para gases e liquidos (valvula de gaveta, valvula de
esfera e outros). CRITERIO DE JULGAMENTO: Menor Preco; DOTACAO ORCAMENTARIA: UO:
22.202; PROGRAMA DE TRABALHO: 18.122.6001.8517/6977; NATUREZA DE DESPESA: 33.90.30;
Codigo de Aplicacao: 12.403.402.200-0. FONTE DE RECURSO: Recursos Proprios, CODIGO:
12.101.000.000-3. ENTREGA: 30 dias. VIGENCIA: 365 dias. ABERTURA: 26/07/2019, as 09 horas no
site www.comprasnet.gov.br (UASG: 974200). INFORMACOES: O edital e seus anexos encontram-se
disponiveis no site: www.caesb.df.gov.br - menu Licitacoes, a partir do dia 12/07/2019. Fone: (61) 3213-
7429, E-mail: licitacao@caesb.df.gov.br.
JULIO CESAR SEGURADO COELHO
Pregoeiro"
865,"AVISO DE LICITACAO
CONVITE N 002/2019.
O Jardim Botanico de Brasilia torna publico que realizara licitacao na modalidade Convite no
002/2019, Processo: 00195-00001257/2018-11. Objeto: Lote 1 - OBJETO: O objeto da presente
licitacao e a contratacao de microempresa ou empresa de pequeno porte especializada em construcao
civil para a execucao da reforma do sanitario localizado na area de piquenique no Jardim Botanico
de Brasilia, na Area Especial SMDB, Estacao Ecologica Jardim Botanico de Brasilia, Lago Sul/DF.
O sanitario e divido em 2 ambientes, um de uso masculino e outro de uso feminino, juntos com
19,16m2 de area interna construida e 40,00m2 de cobertura de telhado. Sao interligados por um
pergolado de madeira de 16,30m2 de cobertura (projecao horizontal). A contratacao incluira
fornecimento de todo material, mao de obra e equipamentos necessarios para a reforma dos sanitarios
e do pergolado, de acordo com as especificacoes, quantidades e condicoes estabelecidas no Projeto
Basico e seus anexos, localizado na Area Especial SMDB, Estacao Ecologica Jardim Botanico de
Brasilia, Lago Sul/DF, dentro das exigencias das normas tecnicas e garantia conforme o Codigo Civil.
Lote 2 - OBJETO: O objeto da presente licitacao e a contratacao de microempresa ou empresa de
pequeno porte especializada em construcao civil para a reforma do Mirante, localizado no Jardim
Botanico de Brasilia na Area Especial SMDB, Estacao Ecologica Jardim Botanico de Brasilia, Lago
Sul/DF. A edificacao possui area de 28,00m2, distribuida em dois pisos e constituida de sistema
estrutural de madeira. A edificacao possui carater recreativo e compoe a paisagem em volta do lago,
proximo ao Parque Infantil. Presta-se aos visitantes, para que possam subir ate o ultimo piso e
usufruir de uma vista panoramica da regiao do lago, de acordo com as especificacoes, quantidades e
condicoes estabelecidas no Projeto Basico e seus anexos, localizado na Area Especial SMDB, Estacao
Ecologica Jardim Botanico de Brasilia, Lago Sul/DF, dentro das exigencias das normas tecnicas e
garantia conforme o Codigo Civil, na Area Especial SMDB Estacao Ecologica Jardim Botanico de
Brasilia, Lago Sul/DF, em observacao das regras do Edital de Licitacao, seus anexos e o Projeto
Basico e seus complementos que o integram. Modalidade: Convite. Tipo: Menor Preco. Forma de
Execucao: Indireta. Regime de Execucao: Empreitada Preco Global. Dotacao Orcamentaria: Programa
de Trabalho - 18.541.6001.3903.9676 - Reforma de Predios e Proprios, Natureza da Despesa -
44.90.51, Fonte de Recursos - 100. Lote 1 - Valor Estimado: R$ 47.003,87 (quarenta e sete mil e tres
reais e oitenta e sete centavos). Lote 2 - Valor Estimado: R$ 18.775,84 (dezoito mil setecentos e
setenta e cinco reais e oitenta e quatro centavos). DATA DA ABERTURA: 29/07/2019, as 10h00 min
horas, LOCAL: Area Especial SMDB Estacao Ecologica Jardim Botanico de Brasilia, PREDIO DO
HERBARIO, Lago Sul, Brasilia/DF. O respectivo Edital e seus Anexos serao disponibilizados aos
interessados em CD-ROM e podera ser retirado na Superintendencia de Administracao Geral - SUAG
do Jardim Botanico de Brasilia, localizada na Area Especial SMDB Estacao Ecologica Jardim
Botanico de Brasilia - Lago Sul Brasilia/DF, no predio da SUAG, no horario de 09h00min as
16h00min, de segunda a sexta-feira, gratuitamente ou pelo site do Jardim Botanico de Brasilia:
http://www.jardimbotanico.df.gov.br, informacoes: (61) 99229-4914 / 99931-7878.
JULIO CESAR SANTOS DE MELO
Presidente da Comissao"
877,"AVISO DE LICITACAO - NOVA DATA
PREGAO ELETRONICO No 120/2018 UASG 925041
Objeto: Contratacao de empresa para a prestacao de servicos de suporte de manejo de fauna e de educacao
ambiental, com o fornecimento de equipamentos, insumos e mao de obra exclusiva, visando o atendimento
das demandas da Fundacao Jardim Zoologico de Brasilia, conforme especificacoes e demais condicoes
estabelecidas no Termo de Referencia - Anexo I do Edital. Valor total estimado R$ 4.708.566,72. Tipo de
Licitacao: Menor Preco. Unidade Orcamentaria: 21.207. Programa de Trabalho: 18.122.6001.8517.9662.
Elemento de despesa: 33.90.37. Fontes: 100 e 220. Nova Abertura das propostas dia 13/02/2019, as
09:30h. Processo (SEI) no: 0196-000171/2016 (FJZB). O edital podera ser retirado no endereco eletronico
www.comprasgovernamentais.gov.br. Informacoes pelo telefone: (61) 3313.8497.
Brasilia/DF, 28 de janeiro de 2019
JANILDO NUNES DA MOTA
Pregoeiro"
