,processo_gdf,modalidade_licitacao,numero_licitacao,data_escrito,text,labels
25,00392-00014723/2020-27,,,26 de outubro de 2021,"AVISO DE ANULAÇÃO DA LICITAÇÃO CONCORRÊNCIA Nº 01/20121 A Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB / DF , no uso de suas atribuições , torna público o Aviso de anulação da Concorrência 01/2021 - PROCESSO SEI Nº 00392-00014723/ 2020-27 , que tem por objeto a promoção de empreendimentos habitacionais por meio da produção e comercialização de Unidades Habitacionais a serem disponibilizadas ao cadastro de habitação , em terrenos de propriedade da CODHAB localizadas em Santa Maria RA XIII , em atendimento à política habitacional do Governo do Distrito Federal , de acordo com as especificações e quantitativos contidos no Projeto Básico constante do Anexo I do Edital , conforme após a aprovação da Súmula SEI-GDF CODHAB / PRESI / DIPRO n.º 26/2021 ( 67797043 ) , pela Diretoria Executiva da CODHAB , em 23 de agosto de 2021 e solicitação da área demandante no Despacho CODHAB / PRESI / DIPRO / GEPHAB ( 72810303 ) . Brasília / DF , 26 de outubro de 2021 . FERNANDA VITORINO Presidente da Comissão ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O 
26,00113-00005906/2021-95,PREGÃO ELETRÔNICO,,29 de julho de 2021,"AVISO DE REVOGAÇÃO PREGÃO ELETRÔNICO Nº 56/2021 A presente licitação tem por objeto a aquisição de material permanente - aquisição de equipamentos para aparelhamento / substituição / melhoramento do Laboratório de Solos ( NULSO ) do Departamento de Estradas de Rodagem do Distrito Federal ( DER / DF ) , tudo conforme especificado no Edital e em seus anexos . Processo 00113-00005906/ 2021-95 . Fica revogada , fundamentação nos autos do processo . Brasília / DF , 29 de julho de 2021 ANA HILDA DO CARMO SILVA Diretora ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O 
27,00050-00037099/2020-71,Pregão Eletrônico,,05 de janeiro de 2022,"AVISO DE ANULAÇÃO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 32/2021 Processo : 00050-00037099/ 2020-71 . TIPO : Menor Preço . MODO DE DISPUTA : Aberto . OBJETO : Registro de Preço para futura aquisição de equipamentos de Tecnologia da Informação e Comunicação ( TIC ) objetivando a aquisição de Solução de Firewalls , envolvendo a prestação dos serviços de instalação , configuração , suporte técnico , manutenção e treinamento composto de operação assistida e tutela técnica para sustentação de serviços de Segurança Pública do DF . A SSP informa aos interessados no presente Certame a ANULAÇÃO do Pregão Eletrônico nº 32/ 2021-SSPDF , com fulcro nos termos do art. 4º , III , da Lei federal nº 10.520/2002 e art. 14 , III , do Decreto federal nº 10.024/2019 , bem como violação dos princípios da legalidade , do julgamento objetivo , da isonomia , da publicidade e da competitividade , estabelecidos pelo art. 37 da Constituição Federal , pelo art. 19 da Lei Orgânica do DF , e no art. 2º , do Decreto Federal nº 10.024/2019 . Brasília / DF , 05 de janeiro de 2022 CELSO WAGNER LIMA Subsecretário ",O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O 
28,00074-00000002/2020-97,Pregão Eletrônico,,,"AVISO DE REVOGAÇÃO DE PREGÃO ELETRÔNICO Nº 04/2021 Processo : 00074-00000002/ 2020-97 . OBJETO : Venda de madeira em pé da espécie Pinus sp , com corte e retirada do insumo no local , conforme especificações , condições e exigências estabelecidas no Edital nº 04/2021 e seus anexos . Em razão da impossibilidade de prosseguimento do certame em decorrência da falha de sistema relatada na Nota Técnica CAIXA - NT_0004_2021_CEPEM 08_12_2021 ( 75803745 ) , REVOGA-SE o Pregão Eletrônico nº 04/2021 , a que se refere o Edital de Licitação 04/2021 ( 67386008 ) . SALVADOR CARDOSO Pregoeiro ",O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O 
29,00193-00000432/2021-05,Pregão Eletrônico,,24 de setembro de 2021,"AVISO DE ANULAÇÃO PREGÃO ELETRÔNICO Nº 02/2021 - UASG : 926319 A Pregoeira da Fundação de Apoio à Pesquisa do Distrito Federal , comunica a anulação do certame licitatório oriundo do Edital de Licitação do Pregão Eletrônico nº 0002/2021 - SUAG / DGA / FAPDF - EXCLUSIVO ME / EPP . Informamos que serão feitas as devidas alterações para a continuidade dos procedimentos . Processo 00193-00000432/ 2021-05 . Os autos ficam com vistas franqueadas aos interessados , nesta Fundação de Apoio à Pesquisa do Distrito Federal , pelo e-mail : cpl@fap.df.gov.br . Brasília / DF , 24 de setembro de 2021 MARCILENE BONFIM LEITÃO SANTANA ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O 
30,00053-00082079/2021-51,PREGÃO ELETRÔNICO,,,"AVISO DE ANULAÇÃO PREGÃO ELETRÔNICO Nº 57/2021 Processo : 00053-00082079/ 2021-51 . TIPO : Menor preço . OBJETO : Contratação de empresa para execução de serviço contínuo comum de operação e manutenção preventiva e corretiva nos equipamentos de climatização instalados na Policlínica Médica ( POMED ) e Policlínica Odontológica ( PODON ) do CBMDF , conforme Edital e anexos . O DICOA informa que a licitação publicada no DODF nº 206 e DOU nº 207 , ambos do dia 04/11/2021 , foi ANULADA em virtude da identificação de vícios insanáveis no Edital . Inf : ( 61 ) 3901-3614 . HÉLIO PEREIRA LIMA Diretor ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
31,00070-00004590/2020-41(SEI,PREGÃO ELETRÔNICO,,,"AVISO DE REVOGAÇÃO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 07/2021 ( AMPLA CONCORRÊNCIA ) O GOVERNO DO DISTRITO FEDERAL POR MEIO DA SECRETARIA DE ESTADO DA AGRICULTURA , ABASTECIMENTO E DESENVOLVIMENTO RURAL DO DISTRITO FEDERAL SEAGRI / DF torna público que , por decisão da Autoridade Competente , nos termos do art. 50 , caput , do Decreto nº 10.024/2019 , e art. 49 , caput , da Lei nº 8.666/93 , REVOGA a licitação do tipo MENOR PREÇO UNITÁRIO , na modalidade de PREGÃO na forma ELETRÔNICA , com previsão de abertura do certame para 07/07/2021 , às 09h30 m que se encontrava suspensa , processo 00070-00004590/ 2020-41 (SEI ) . OBJETO : Aquisição de veículos do tipo furgão leve de carga para atender demandas de associações de produtores rurais do Distrito Federal , de modo a garantir o transporte de produtos da agricultura familiar até os pontos de comercialização e de insumos até as propriedades dos associados , de acordo com o detalhamento descrito no item 03 , do Termo de Referência , Anexo I do Edital , com valor Total estimado em R$ 164.000,00 ( cento e sessenta e quatro mil reais ) . O aviso do evento de revogação poderá ser retirado a partir da publicação no Portal www.comprasgovernamentais.gov.br ou no portal da SEAGRI-DF , Licitação , a partir da sua divulgação . NATANAEL FÉLIX DOS SANTOS Pregoeiro ",O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
32,,PREGÃO ELETRÔNICO,,,"AVISO DE REVOGAÇÃO PARCIAL DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 07/2021 LOTE 4 A CARTÃO BRB S.A. torna público que o Lote 4 , integrante da licitação referenciada no preâmbulo , fica revogado , tendo em vista questionamento impetrado judicialmente , via Mandado de Segurança ( 0732084-09.2021.8.07.0001 25ª Vara Cível de Brasília ) . Assim , no intuito maior de pugnar pelo melhor atendimento do interesse público , bem como permitir maior competividade no âmbito do procedimento licitatório , o Lote 4 resta excluído do certame . Novo edital , específico para a alienação do imóvel de propriedade da BRBCARD , será publicado a posteriori . Quanto aos demais lotes , sobre os quais não pairaram questionamentos ou impedimentos de natureza judicial , informa-se que seus objetos restam devidamente homologados . ALMIR FRANCISCO GOMES FILHO Presidente da Comissão ",O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
33,00080-00008717/2020-63,,,,"AVISO DE REVOGAÇÃO CONCORRÊNCIA Nº 02/2021 A COMISSÃO PERMANENTE DE LICITAÇÃO , DA SUBSECRETARIA DE ADMINISTRAÇÃO GERAL , DA SECRETARIA DE ESTADO DE EDUCAÇÃO DO DISTRITO FEDERAL , comunica aos interessados que a Subsecretaria de Administração Geral da SEDF , por interesse da administração e , baseada na justificativa apresentadas pela Subsecretaria de Infraestrutura Escolar ( SEI nº 66298959 ) , constante no processo 00080-00008717/ 2020-63 , a Revogação da Concorrência em epígrafe . Os autos ficam com vistas franqueadas aos interessados . JAIRO PEREIRA MARTINS Presidente ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O 
34,,,,21 de outubro de 2021,"AVISO DE LICITAÇÃO REFERENTE AO EDITAL Nº 07/2016 - IMÓVEIS A Diretoria Colegiada da Companhia Imobiliária de Brasília - TERRACAP , em sua Decisão nº 570/ 2021-DIRET , 3569ª sessão , realizada em 13/10/2021 , decidiu , em razão do pedido de desistência formulado pela licitante JR VIRGHINI EMPREENDIMENTOS IMOBILIÁRIOS LTDA ( Proposta de Compra nº 5001003 ) , pela revogação da licitação do ITEM 143 do Edital nº 07/2016 , aplicando-se a penalidade de retenção do valor caucionado , pelos motivos apresentados no Relatório nº 211/ 2021-ADCOM . Brasília / DF , 21 de outubro de 2021 BRUNO CESAR SANTANA DE MENESES Presidente da Comissão ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O O O 
35,04012-00003480/2020-15,Pregão Eletrônico,,06 de outubro de 2021,"AVISO DE REVOGAÇÃO DE PREGÃO ELETRÔNICO Nº 06/ 2021-SRP UASG 926210 A Secretaria de Estado de Trabalho do Distrito Federal , no uso das atribuições legais , em conformidade com a Lei nº 8.666/93 , Decreto nº 39.610/2019 e Decreto nº 38.362/2017 , bem como a Decisão nº 3443/2021 do TCDF fundamentando sua decisão ; a Nota Jurídica nº 37/ 2021-SETRAB / GAB / AJL e acolhida pelo Secretário de Estado de Trabalho do Distrito Federal , resolve : REVOGAR em todos os seus termos , por interesse , conveniência e oportunidade , o Pregão Eletrônico nº 006/2021 , processo 04012-00003480/ 2020-15 , cujo o objeto é o Registro de Preços para contratação de empresa especializada na prestação de serviço de qualificação profissional e atendimento em unidades móveis , incluído recursos materiais , humanos , tecnológicos e toda gestão operacional para atender à Secretaria de Estado de Trabalho do Distrito Federal - SETRAB . Brasília / DF , 06 de outubro de 2021 EUYNDHER SANTOS DE MORAIS Pregoeiro ",O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O 
36,0111-002346/2016,,,26 de agosto de 2021,"AVISO DE REVOGAÇÃO DE LICITAÇÃO ( * ) O Presidente da Comissão de Licitação para Compra de Bens , Serviços e Obras CPLIC / TERRACAP , no uso das atribuições que lhe confere a Portaria nº 231/2021 - DIRAF , comunica a REVOGAÇÃO do seguinte certame . Processo : 0111-002346/2016 Modalidade / número : Concorrência nº 03/2017 - REVOGAÇÃO Objeto : Contratação da implantação das redes de esgotamento sanitário das redes públicas e condominiais para atendimento ao Trecho 2 da 1ª Etapa do Setor Habitacional Taquari - SHTQ ; Brasília / DF , 26 de agosto de 2021 GLAUBER TEODORO FARIA Presidente da Comissão _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ( * ) Republicado por ter saído com incorreção no DODF nº 164 , de 30 de agosto de 2021 , página 55 . ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
37,00111-00009348/2019-79,Pregão Eletrônico,,,"AVISO DE REVOGAÇÃO DE LICITAÇÃO O Presidente da Comissão de Licitação para Compra de Bens , Serviços e Obras , no uso das atribuições que lhe confere a Portaria nº 231/2021 - DIRAF , comunica a REVOGAÇÃO do seguinte certame . Processo : 00111-00009348/ 2019-79 Modalidade / número : Pregão Eletrônico nº 09/2020 - REVOGAÇÃO Tipo : Menor Preço por lote Objeto : Contratação de auditoria médica em serviços de assistência à saúde , avaliação atuarial e consultoria especializada para acompanhamento de contrato de plano de saúde Data / hora de abertura : 30/12/2020 , às 10:00 horas ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
38,,Pregão Eletrônico,20201607000083,,"AVISO DE REVOGAÇÃO PREGÃO ELETRÔNICO SRP Nº 02/2021 UASG 926873 O Consórcio Interestadual de Desenvolvimento do Brasil Central , por intermédio da Secretaria Executiva , nos termos do art. 49 da Lei Federal nº 8.666/93 , com suas alterações legais , torna público o aviso de Revogação do Pregão Eletrônico SRP n ° 02/2021 , da Licitação no Processo Administrativo Licitatório nº 20201607000083 , cujo o objeto é o registro de preços para futura e eventual contratação de empresa especializada no fornecimento de Equipamento de Proteção Individual EPIs necessários para o atendimento pelos profissionais de saúde aos pacientes diagnosticados e em tratamento decorrente da infecção pelo novo coronavírus ( SARS-CoV-2 ) , em apoio aos Entes integrantes do Consórcio Interestadual de Desenvolvimento do Brasil Central - BrC ( Distrito Federal , Mato Grosso , Mato Grosso do Sul e Tocantins ) . MARCUS VINICIUS BRITTO Secretário Executivo ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O B-numero_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
39,0009700011722/2020-29,pregão eletrônico,,,"AVISO DE ANULAÇÃO PREGÃO ELETRÔNICO Nº 12/2021 METRÔ-DF UASG 925046 O METRÔ-DF , por meio do Pregoeiro , comunica a anulação do mencionado pregão eletrônico , cujo objeto trata do Registro de Preços para eventual contratação de empresa para fornecimento e instalação de cerca ( grade ) de vedação e concertina ao longo da via permanente , em locais de vulnerabilidade , da Companhia do Metropolitano do Distrito Federal - METRÔ-DF e Companhia Urbanizadora da Nova Capital do Brasil NOVACAP , visto ter sido constatada a inviabilidade do julgamento das propostas pelo Metrô-DF , visto ter ocorrido equívoco no cadastramento da licitação no sistema Comprasnet em relação à disposição do item 11.5.1 do Edital . É garantido aos interessados a contestação do presente ato , no prazo de até cinco dias úteis a contar desta publicação . Transcorrido o prazo concedido e não havendo manifestação em contrário , o ato de anulação restará efetivado . Fica assegurado vista aos autos do processo 0009700011722/ 2020-29 , mediante solicitação pelo e-mail : licitacao@metro.df.gov.br . DIEGO MONDINI DE SOUZA Pregoeiro ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O 
40,092.003265/2021,,,,"AVISO DE REVOGAÇÃO DE LICITAÇÃO A Caesb torna público que a Licitação Fechada - LF 003/ 2021-Caesb , processo 092.003265/2021 , cujo objeto é a implantação do reservatório apoiado RAP.ALG.001 , constituído de uma câmara de 6.000 m³ , fabricado em chapa de aço revestidas em epóxi , aparafusado , a ser implantado em Águas Lindas de Goiás - GO foi REVOGADA por conveniência administrativa , conforme despacho GABDE ( 0357317 ) . Mais informações , acesse o site da Caesb ( https://www.caesb.df.gov.br/licitacoes2/modalidadeslicitacao.html ) e ComprasNet ( http://comprasnet.gov.br/Livre/RDC/rdcEletronico.asp ) SILVIO SANTOS GONÇALVES SOARES Pregoeiro ",O O O O O O O O O O O O O O O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
41,,,,24 de fevereiro de 2022,"AVISO DE ANULAÇÃO DE LICITAÇÃO CONCORRÊNCIA N ° 03/2022 O Jardim Botânico de Brasília , comunica aos interessados que a licitação referente à modalidade Concorrência nº 03/2022 , tipo maior oferta , empreitada por Preço Global , modalidade : Concorrência , objetivando a Concessão de Uso de Bem Público do Distrito Federal no espaço denominado Quiosque 1 , localizado na Praça de Alimentação do Jardim Botânico de Brasília , na Alameda das Nações , situado na Área Especial SMDB , Estação Ecológica Jardim Botânico de Brasília , Lago Sul - Brasília , Distrito Federal , com a finalidade específica de exploração , por uma única empresa , de serviços de lanchonete , para fornecimento de lanches e bebidas em geral , excetuando-se hamburguerias , por esta ser objeto de concessão do "" Quiosque 3 "" , com edificação da área aproximada de 28,84 m² ( vinte e oito e oitenta e quatro metros quadrados ) somada à área comum , totalizando , aproximadamente , 60 m² ( sessenta metros quadrados ) , por conta e risco do futuro Concessionário , foi anulado a partir da data dessa publicação , com fundamento no Art. 49 da Lei nº 8.666/93 , justificativa fundamentada e apensada ao presente processo licitatório . Quaisquer dúvidas poderão ser esclarecidas junto a Comissão de Licitação no Prédio da Superintendência de Administração Geral-SUAG / JBB , localizada na Área Especial SMDB Estação Ecológica Jardim Botânico de Brasília / Lago Sul , Brasília / DF . Brasília / DF , 24 de fevereiro de 2022 ALINE DE PIERI Diretora-Executiva ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O 
42,00020270/202183,Pregão Eletrônico,,,"AVISO DE REVOGAÇÃO DE LICITAÇÃO A Caesb torna público que o Pregão Eletrônico PE nº 126/2021 , processo 00020270/202183 , objeto : aquisição de componentes de equipamentos elétricos e eletrônicos ( abraçadeira , anilha , cabo , canaleta , disjuntor , fio , lâmpada , refletor e outros ) , foi revogado por razões administrativas . ELIZABETH DUARTE ALVES Pregoeira ",O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O B-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
43,,Pregão Eletrônico,,,"AVISO DE REVOGAÇÃO PREGÃO ELETRÔNICO Nº 190/2021 - UASG 926119 A Pregoeira da Central de Compras torna pública a REVOGAÇÃO , pela autoridade competente , da licitação supracitada , cujo objeto é Aquisição de Mobiliários : MESA DE CABECEIRA e MESA DE REFEIÇÕES . O certame será substituído pelo Pregão Eletrônico SES-DF n ° 216/2021 . LÍNEA CAROLINE DA SILVA LIMA ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O 
44,0004000023083/2020-18,Pregão Eletrônico,,18 de junho de 2021,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO N ° 30/2021 - UASG 974002 A Pregoeira da Subsecretaria de Compras Governamentais , em atendimento a Decisão nº 2265/2021 do Tribunal de Contas do Distrito Federal , comunica a anulação da fase posterior à abertura da sessão do Pregão Eletrônico nº 30/2021 - SCG / SPLAN / SEEC . Informamos que serão feitas as devidas alterações para a continuidade dos procedimentos . Processo 0004000023083/ 2020-18 . Os autos ficam com vistas franqueadas aos interessados , nesta Secretaria de Estado de Economia do DF , no endereço eletrônico www.comprasgovernamentais.gov.br ou pelo e-mail : pregoeirosulog05@economia.df.gov.br . Brasília / DF , 18 de junho de 2021 KARLA REGINA DA SILVA ROCHA ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O 
45,00390-00001558/2020-08,PREGÃO ELETRÔNICO,,,"AVISO DE REVOGAÇÃO PREGÃO ELETRÔNICO Nº 06/2020 A SUBSECRETÁRIA DE ADMINISTRAÇÃO GERAL , DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO URBANO E HABITAÇÃO DO DISTRITO FEDERAL , torna público aos interessados , que o procedimento licitatório para Contratação de empresa especializada para prestação de serviços deseguro total automotivo , com cobertura contra danos materiais resultantes de sinistros de roubo ou furto , colisão , incêndio , danos causados pela natureza e assistência 24 horas , para 11 ( onze ) veículos pertencentes à frota desta Secretaria de Estado , conforme especificações e quantitativos constantes no Anexo I do Edital , restou REVOGADO , nos termos do processo 00390-00001558/ 2020-08 e decisão prolatada com fundamentação no Art. 49 , caput , assegurado o decurso de prazo , previsto no art. 109 , Inciso I , alínea "" c "" , da Lei Federal n ° 8.666/1993 . ADRIANA ROSA SAVITE COORDENAÇÃO DE LICITAÇÃO ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
46,,Pregão Eletrônico,,,"AVISO DE REVOGAÇÃO PREGÃO ELETRÔNICO Nº 190/2021 - UASG 926119 ( * ) A Pregoeira da Central de Compras torna pública a REVOGAÇÃO , pela autoridade competente , da licitação supracitada , cujo objeto é Aquisição de Mobiliários : MESA DE CABECEIRA e MESA DE REFEIÇÕES . O certame será substituído pelo Pregão Eletrônico SES-DF n ° 220/2021 . LÍNEA CAROLINE DA SILVA LIMA _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ( * ) Republicado por ter sido encaminhado com incorreção no original , publicado no DODF n ° 125 , de 06 de julho de 2021 , página 33 . ",O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
47,00063-00002703/202026,Pregão Eletrônico,,,"AVISO DE REVOGAÇÃO DE LICITAÇÃO Nº 06/2021 - UASG 926334 A Fundação Hemocentro de Brasília torna pública com fundamento no art. 49 , caput da Lei nº 8.666/1993 e justificativa que consta nos autos do processo 00063-00002703/202026 , a revogação do Pregão Eletrônico nº 06/2021 , cujo o objeto é a contratação de empresa especializada na prestação de serviços de CERTIFICAÇÃO de sistemas de gestão , em conformidade com a Norma ABNT NBR ISO 9001:2015 Sistemas de Gestão da Qualidade Requisitos para atender às necessidades da Fundação Hemocentro de Brasília , por se tratar de medida que melhor atende ao interesse público . Mais informações , assim como a íntegra da decisão podem ser solicitadas pelo e-mail licitacao@fhb.df.gov.br , bem como consulta pública nos autos do processo administrativo 00063-00002703/ 2020-26 . HENRIQUE SANJIRO YUZUKI FARIAS Chefe ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-processo_gdf O O O O B-modalidade_licitacao I-modalidade_licitacao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
