dodf,num_doc_dodf,data_doc_dodf,ato,texto_ato,hierarquia_lotacao,orgao,motivo,nome,matricula,cargo_efetivo,vigencia,matricula_SIAPE,cargo_comissionado,simbolo,a_pedido_ou_nao,IOB
55_142.19.7.2012,142,19.7.2012,Ato_Exoneracao_Comissionado,"EXONERAR LIANE CRISTINA FEREZ GARCIA CARPI do Cargo em Comissao, Simbolo DFG-12, de Chefe do Nucleo de Condicionamento Animal, da Diretoria de Pesquisa, da Superintendencia rintendencia de Conservacao e Pesquisa, da Fundacao Jardim Zoologico de Brasilia.","Nucleo de Condicionamento Animal, da Diretoria de Pesquisa, da Superintendencia rintendencia de Conservacao e Pesquisa",Fundacao Jardim Zoologico de Brasilia,,LIANE CRISTINA FEREZ GARCIA CARPI,,,,,Chefe,DFG-12,,O B-nome I-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
55_142.19.7.2012,142,19.7.2012,Ato_Exoneracao_Comissionado,"EXONERAR FLAVIA MARIA BARBOSA MOREIRA do Cargo em Comissao, Simbolo DFG12, 12, de Chefe do Nucleo de Almoxarifado, da Diretoria de Material e Patrimonio, da Superintendencia dencia Administrativa e Financeira, da Fundacao Jardim Zoologico de Brasilia.","Nucleo de Almoxarifado, da Diretoria de Material e Patrimonio, da Superintendencia dencia Administrativa e Financeira",Fundacao Jardim Zoologico de Brasilia,,FLAVIA MARIA BARBOSA MOREIRA,,,,,Chefe,DFG12 12,,O B-nome I-nome I-nome I-nome O O O O O O B-simbolo O O O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
55_142.19.7.2012,142,19.7.2012,Ato_Exoneracao_Comissionado,"EXONERAR LAURA CUNHA DE MIRANDA do Cargo em Comissao, Simbolo DFA-08, de Assessor Tecnico, da Diretoria de Conscientizacao Ambiental, da Superintendencia de Educacao e Lazer, da Fundacao Jardim Zoologico de Brasilia.","Diretoria de Conscientizacao Ambiental, da Superintendencia de Educacao e Lazer",Fundacao Jardim Zoologico de Brasilia,,LAURA CUNHA DE MIRANDA,,,,,Assessor Tecnico,DFA-08,,O B-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
55_142.19.7.2012,142,19.7.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, o TC QOPM EDUARDO DE LIMA E SILVA, matricula 50.084-4, do Cargo em Comissao, Simbolo DFG-14, de Chefe, da Secao de Cadastro e Assentamentos, da Diretoria de Pessoal Militar, do Departamento de Gestao de Pessoal, do Subcomando Geral, da Policia Militar do Distrito Federal.","Secao de Cadastro e Assentamentos, da Diretoria de Pessoal Militar, do Departamento de Gestao de Pessoal, do Subcomando Geral",Policia Militar do Distrito Federal,por estar sendo nomeado para outro cargo,EDUARDO DE LIMA E SILVA,50.084-4,TC QOPM,,,Chefe,DFG-14,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O O B-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
55_142.19.7.2012,142,19.7.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, o TC QOPM ANTONIO JOSE FERREIRA, REIRA, matricula 50.087-9, do Cargo em Comissao, Simbolo DFG-14, de Chefe, da Secao de Legislacao, do Estado-Maior, do Subcomando Geral, da Policia Militar do Distrito Federal.","Secao de Legislacao, do Estado-Maior, do Subcomando Geral",Policia Militar do Distrito Federal,por estar sendo nomeado para outro cargo,ANTONIO JOSE FERREIRA REIRA,50.087-9,TC QOPM,,,Chefe,DFG-14,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O O B-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome O O O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
55_142.19.7.2012,142,19.7.2012,Ato_Exoneracao_Comissionado,"EXONERAR o CEL QOPM LUCIANO DE SOUZA SOARES, matricula 50.077-1, do Cargo de Natureza Especial, Simbolo CNE-05, de Diretor, da Diretoria de Pessoal Militar, do Departamento tamento de Gestao de Pessoal, do Subcomando Geral, da Policia Militar do Distrito Federal.","Diretoria de Pessoal Militar, do Departamento tamento de Gestao de Pessoal, do Subcomando Geral",Policia Militar do Distrito Federal,,LUCIANO DE SOUZA SOARES,50.077-1,CEL QOPM,,,Diretor,CNE-05,,O O B-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome I-nome O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
55_142.19.7.2012,142,19.7.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por ter sido nomeado para outro cargo, o CEL QOPM PAULO CESAR FERREIRA RA NEVES, matricula 50.029-1, do Cargo de Natureza Especial, Simbolo CNE-05, de Diretor, da Diretoria de Controle Contabil, do Departamento de Logistica e Financas, do Subcomando Geral, da Policia Militar do Distrito Federal, a contar de 15 de junho de 2012.","Diretoria de Controle Contabil, do Departamento de Logistica e Financas, do Subcomando Geral",Policia Militar do Distrito Federal,por ter sido nomeado para outro cargo,PAULO CESAR FERREIRA RA NEVES,50.029-1,,15 de junho de 2012,,Diretor,CNE-05,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O O O O B-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O O O O B-vigencia I-vigencia I-vigencia I-vigencia I-vigencia O
55_142.19.7.2012,142,19.7.2012,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, RAQUEL DINIZ MENDES, matricula 214.596-0, do Cargo em Comissao, sao, Simbolo DFG-12, de Chefe, do Nucleo de Prestacao de Contas de Recursos Descentralizados, da Gerencia de Prestacao de Contas, da Subsecretaria de Administracao Geral, da Secretaria de Estado de Educacao do Distrito Federal, a contar de 09 de julho de 2012.","Nucleo de Prestacao de Contas de Recursos Descentralizados, da Gerencia de Prestacao de Contas, da Subsecretaria de Administracao Geral",Secretaria de Estado de Educacao do Distrito Federal,,RAQUEL DINIZ MENDES,214.596-0,,09 de julho de 2012,,Chefe,DFG-12,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O B-a_pedido_ou_nao O O B-vigencia I-vigencia I-vigencia I-vigencia I-vigencia O
55_142.19.7.2012,142,19.7.2012,Ato_Exoneracao_Comissionado,"EXONERAR CARLOS AUGUSTO LOPES DE SOUZA, Tecnico de Gestao Educacional, matricula 214.126-4, do Cargo em Comissao, Simbolo DFA-12, de Assessor, da Coordenacao de Educacao Inclusiva, da Subsecretaria de Educacao Basica, da Secretaria de Estado de Educacao do Distrito Federal.","Coordenacao de Educacao Inclusiva, da Subsecretaria de Educacao Basica",Secretaria de Estado de Educacao do Distrito Federal,,CARLOS AUGUSTO LOPES DE SOUZA,214.126-4,Tecnico de Gestao Educacional,,,Assessor,DFA-12,,O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
55_142.19.7.2012,142,19.7.2012,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, MONICA SANTOS DA COSTA, Professor, matricula 175.256-1, do Cargo em Comissao de Instituicao Educacional, Simbolo DFIE-07, de Diretor, da Escola Classe 18 do Gama, da Coordenacao Regional de Ensino do Gama, da Secretaria de Estado de Educacao do Distrito Federal.","Escola Classe 18 do Gama, da Coordenacao Regional de Ensino do Gama",Secretaria de Estado de Educacao do Distrito Federal,,MONICA SANTOS DA COSTA,175.256-1,Professor,,,Diretor,DFIE-07,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome I-nome O B-cargo_efetivo O O B-matricula O O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, ABDON HENRIQUE DE ARAUJO do Cargo de Secretario de Estado, da Secretaria de Estado de Desenvolvimento Economico do Distrito Federal.",,Secretaria de Estado de Desenvolvimento Economico do Distrito Federal,,ABDON HENRIQUE DE ARAUJO,,,,,Secretario de Estado,,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome I-nome O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por ter sido nomeado interinamente, GUSTAVO DEUD BRUM ALVIM do Cargo de Secretario de Estado, da Secretaria de Estado de Ciencia, Tecnologia e Inovacao do Distrito Federal.",,"Secretaria de Estado de Ciencia, Tecnologia e Inovacao do Distrito Federal",nomeado interinamente,GUSTAVO DEUD BRUM ALVIM,,,,,Secretario de Estado,,,O O O O O B-motivo I-motivo O B-nome I-nome I-nome I-nome O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, RENATO ANDRADE DOS SANTOS do Cargo de Secretario de Estado, da Secretaria de Estado de Entorno do Distrito Federal.",,Secretaria de Estado de Entorno do Distrito Federal,nomeado para outro cargo,RENATO ANDRADE DOS SANTOS,,,,,Secretario de Estado,,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR SESAI BARBOSA DE MORAIS do Cargo de Natureza Especial, Simbolo CNE-07, de Chefe, do Nucleo de Levantamento de Dados, da Gerencia de Acompanhamento e Levantamento de Dados, da Diretoria de Acompanhamento e Avaliacao, da Coordenadoria de Planejamento e Gestao, da Casa Civil, da Governadoria do Distrito Federal.","Nucleo de Levantamento de Dados, da Gerencia de Acompanhamento e Levantamento de Dados, da Diretoria de Acompanhamento e Avaliacao, da Coordenadoria de Planejamento e Gestao",Governadoria do Distrito Federal,,SESAI BARBOSA DE MORAIS,,,,,Chefe,CNE-07,,O B-nome I-nome I-nome I-nome O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O O O O O B-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, JOSE HUMBERTO QUEIROZ do Cargo em Comissao, Simbolo DFA-11, de Assessor, da Diretoria de Obras, da Administracao Regional de Vicente Pires, da Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.","Diretoria de Obras, da Administracao Regional de Vicente Pires, da Coordenadoria das Cidades","Casa Civil, da Governadoria do Distrito Federal",nomeado para outro cargo,JOSE HUMBERTO QUEIROZ,,,,,Assessor,DFA-11,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, JOEL PEREIRA DE SOUZA JUNIOR do Cargo em Comissao, Simbolo DFA-07, de Secretario Administrativo, da Diretoria de Administracao nistracao Geral, da Administracao Regional de Vicente Pires, da Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.","Diretoria de Administracao nistracao Geral, da Administracao Regional de Vicente Pires, da Coordenadoria das Cidades","Casa Civil, da Governadoria do Distrito Federal",nomeado para outro cargo,JOEL PEREIRA DE SOUZA JUNIOR,,,,,Secretario Administrativo,DFA-07,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR PAULO JORGE BRAGA DOS SANTOS, matricula 1.653.742-4, do Cargo em Comissao, Simbolo, DFA-05, de Encarregado, do Nucleo de Comando de Reparos, da Gerencia de Execucao de Obras, Conservacao e Manutencao, da Diretoria de Obras, da Administracao Regional de Taguatinga, da Coordenadoria das Cidades, da Casa Civil, da Governadoria do Distrito Federal.","Nucleo de Comando de Reparos, da Gerencia de Execucao de Obras, Conservacao e Manutencao, da Diretoria de Obras, da Administracao Regional de Taguatinga, da Coordenadoria das Cidades","Casa Civil, da Governadoria do Distrito Federal",,PAULO JORGE BRAGA DOS SANTOS,1.653.742-4,,,,Encarregado,DFA-05,,O B-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, MARCOS CESAR ALENCAR BARBOSA, matricula 1.655.747-6, do Cargo de Natureza Especial, Simbolo CNE-07, de Diretor, da Diretoria de Apoio Logistico, da Subsecretaria de Administracao Geral, da Secretaria de Estado de Governo do Distrito Federal.","Diretoria de Apoio Logistico, da Subsecretaria de Administracao Geral",Secretaria de Estado de Governo do Distrito Federal,nomeado para outro cargo,MARCOS CESAR ALENCAR BARBOSA,1.655.747-6,,,,Diretor,CNE-07,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro cargo, CONSUELO ESPERANCA ALVES VES FERNANDEZ do Cargo em Comissao, Simbolo DFA-14, de Assessor, da Gerencia de Modernizacao Administrativa, da Diretoria de Modernizacao da Gestao, da Coordenadoria de Planejamento e Gestao, da Casa Civil, da Governadoria do Distrito Federal.","Gerencia de Modernizacao Administrativa, da Diretoria de Modernizacao da Gestao, da Coordenadoria de Planejamento e Gestao","Casa Civil, da Governadoria do Distrito Federal",nomeada para outro cargo,CONSUELO ESPERANCA ALVES VES FERNANDEZ,,,,,Assessor,DFA-14,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR CASSANDRA HELENA FAES do Cargo de Natureza Especial, Simbolo CNE06, 06, de Assessor Especial, da Subsecretaria de Captacao de Recursos, da Secretaria de Estado de Planejamento e Orcamento do Distrito Federal",Subsecretaria de Captacao de Recursos,Secretaria de Estado de Planejamento e Orcamento do Distrito Federal,,CASSANDRA HELENA FAES,,,,,Assessor Especial,CNE06 06,,O B-nome I-nome I-nome O O O O O O O B-simbolo O O O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, LAFAYETTE ALVAREZ DO NASCIMENTO do Cargo em Comissao, Simbolo DFG-14, de Gerente, da Gerencia de Rede e Desenvolvimento de Sistemas, da Diretoria de Informatica e Telefonia, da Subsecretaria de Administracao Geral, da Secretaria de Estado de Trabalho do Distrito Federal.","Gerencia de Rede e Desenvolvimento de Sistemas, da Diretoria de Informatica e Telefonia, da Subsecretaria de Administracao Geral",Secretaria de Estado de Trabalho do Distrito Federal,nomeado para outro cargo,LAFAYETTE ALVAREZ DO NASCIMENTO,,,,,Gerente,DFG-14,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, DAVID PEREIRA BARROS do Cargo em Comissao, Simbolo DFA-12, de Assessor, da Diretoria de Suporte Operacional, da Coordenadoria doria de Integracao das Acoes Sociais, da Secretaria de Estado de Trabalho do Distrito Federal.","Diretoria de Suporte Operacional, da Coordenadoria doria de Integracao das Acoes Sociais",Secretaria de Estado de Trabalho do Distrito Federal,nomeado para outro cargo,DAVID PEREIRA BARROS,,,,,Assessor,DFA-12,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, JOSE LANDIM ROSA do Cargo de Natureza Especial, Simbolo CNE-02, de Subsecretario, da Subsecretaria de Valorizacao da Pessoa Idosa, da Secretaria Especial do Idoso do Distrito Federal.",Subsecretaria de Valorizacao da Pessoa Idosa,Secretaria Especial do Idoso do Distrito Federal,nomeado para outro cargo,JOSE LANDIM ROSA,,,,,Subsecretario,CNE-02,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
61_186.13.9.2012,186,13.9.2012,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro cargo, LYDIA PINHEIRO ARAUJO DE SA do Cargo de Natureza Especial, Simbolo CNE-06, de Ouvidor, da Ouvidoria, da Secretaria Especial do Idoso do Distrito Federal.",Ouvidoria,Secretaria Especial do Idoso do Distrito Federal,nomeada para outro cargo,LYDIA PINHEIRO ARAUJO DE SA,,,,,Ouvidor,CNE-06,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome I-nome O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
