dodf,num_doc_dodf,data_doc_dodf,ato,texto_ato,hierarquia_lotacao,orgao,nome,matricula,cargo_efetivo,matricula_SIAPE,cargo_comissionado,simbolo,IOB
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o Maj QOPMA PAULO CESAR DA SILVA, matricula/GDF 1.437.089-1, da Policia cia Militar do Distrito Federal, para exercer o Cargo de Assessor Militar, da Assessoria Militar da Secretaria de Estado de Seguranca Publica do Distrito Federal, bem como CONCEDER o pagamento da Gratificacao Militar de Seguranca Publica, Simbolo GMSP-10, nos termos do artigo 3o, da Lei Distrital no 3.553, de 18 de janeiro de 2005.",Assessoria Militar,Secretaria de Estado de Seguranca Publica do Distrito Federal,PAULO CESAR DA SILVA,1.437.089-1,Maj QOPMA,,Assessor Militar,,O O B-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome I-nome O O B-matricula O O O O O O O O O O O O O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o Cap QOPMA JOSE ANTONIO DIAS DUTRA, matricula/PMDF 09.284-3, da Policia Militar do Distrito Federal, para exercer o Cargo de Assessor Militar Adjunto, da Assessoria sessoria Militar da Secretaria de Estado de Seguranca Publica do Distrito Federal, bem como CONCEDER o pagamento da Gratificacao Militar de Seguranca Publica, Simbolo GMSP-09, nos termos do artigo 3o, da Lei Distrital no 3.553, de 18 de janeiro de 2005.",Assessoria sessoria Militar,Secretaria de Estado de Seguranca Publica do Distrito Federal,JOSE ANTONIO DIAS DUTRA,09.284-3,Cap QOPMA,,Assessor Militar Adjunto,,O O B-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome I-nome O O B-matricula O O O O O O O O O O O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o 3o Sgt QPPMC ALBERTO LIMEIRA AMARAL, matricula/GDF 197.950-7, da Policia Militar do Distrito Federal, para exercer o Cargo de Assistente Militar, da Assessoria Militar da Secretaria de Estado de Seguranca Publica do Distrito Federal, bem como CONCEDER o pagamento da Gratificacao Militar de Seguranca Publica, Simbolo GMSP-03, nos termos do artigo 3o, da Lei Distrital no 3.553, de 18 de janeiro de 2005.",Assessoria Militar,Secretaria de Estado de Seguranca Publica do Distrito Federal,ALBERTO LIMEIRA AMARAL,197.950-7,3o Sgt QPPMC,,Assistente Militar,,O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome O O B-matricula O O O O O O O O O O O O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O O O O O O O O O O O B-cargo_efetivo O O O O O O O O O O O O O O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o SD QPPMC WELTON FERNANDES DE LACERDA, matricula/PMDF 74.065-9, da Policia Militar do Distrito Federal, para exercer o Cargo de Auxiliar Militar, da Assessoria Militar da Secretaria de Estado de Seguranca Publica do Distrito Federal, bem como CONCEDER o pagamento da Gratificacao Militar de Seguranca Publica, Simbolo GMSP-01, nos termos do artigo 3o, da Lei Distrital no 3.553, de 18 de janeiro de 2005.",Assessoria Militar,Secretaria de Estado de Seguranca Publica do Distrito Federal,WELTON FERNANDES DE LACERDA,74.065-9,SD QPPMC,,Auxiliar Militar,,O O B-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome I-nome O O B-matricula O O O O O O O O O O O O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR a Delegada de Policia VERA LUCIA DA SILVA, matricula 27.720-7, SIAPE 1410160, para exercer o Cargo em Comissao, Simbolo DFA-15, de Assessor, da Assessoria para Assuntos Institucionais, da Direcao Geral, da Policia Civil do Distrito Federal.","Assessoria para Assuntos Institucionais, da Direcao Geral",Policia Civil do Distrito Federal,VERA LUCIA DA SILVA,27.720-7,Delegada de Policia,1410160,Assessor,DFA-15,O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome I-nome O O B-matricula O O B-matricula_SIAPE O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o Delegado de Policia HAENDEL SILVA FONSECA, matricula 57.425-2, SIAPE 1411123, para exercer o Cargo em Comissao, Simbolo DFG-17, de Delegado-Chefe, da 3a Delegacia cia de Policia, do Departamento de Policia Circunscricional, da Policia Civil do Distrito Federal.","3a Delegacia cia de Policia, do Departamento de Policia Circunscricional",Policia Civil do Distrito Federal,HAENDEL SILVA FONSECA,57.425-2,Delegado de Policia,1411123,Delegado-Chefe,,O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome O O B-matricula O O B-matricula_SIAPE O O O O O O O O O O O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o Delegado de Policia MARIO HENRIQUE GARCIA JORGE, matricula 57.299-3, SIAPE 1411026, para exercer o Cargo em Comissao, Simbolo DFA-14, de Delegado-Chefe Adjunto, da 3a Delegacia de Policia, do Departamento de Policia Circunscricional, da Policia Civil do Distrito Federal.","3a Delegacia de Policia, do Departamento de Policia Circunscricional",Policia Civil do Distrito Federal,MARIO HENRIQUE GARCIA JORGE,57.299-3,Delegado de Policia,1411026,Delegado-Chefe Adjunto,DFA-14,O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome I-nome O O B-matricula O O B-matricula_SIAPE O O O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o Delegado de Policia ECIMAR LOLI, matricula 57.960-2, SIAPE 1411562, para exercer o Cargo em Comissao, Simbolo DFG-17, de Delegado-Chefe, da 13a Delegacia de Policia, do Departamento de Policia Circunscricional, da Policia Civil do Distrito Federal.","13a Delegacia de Policia, do Departamento de Policia Circunscricional",Policia Civil do Distrito Federal,ECIMAR LOLI,57.960-2,Delegado de Policia,1411562,Delegado-Chefe,DFG-17,O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo B-nome I-nome O O B-matricula O O B-matricula_SIAPE O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o Delegado de Policia ANDRE LUIZ FONSECA SALA, matricula 63.958-3, SIAPE 1527023, para exercer o Cargo em Comissao, Simbolo DFA-14, de Delegado-Chefe Adjunto, da 13a Delegacia de Policia, do Departamento de Policia Circunscricional, da Policia Civil do Distrito Federal.","13a Delegacia de Policia, do Departamento de Policia Circunscricional",Policia Civil do Distrito Federal,ANDRE LUIZ FONSECA SALA,63.958-3,Delegado de Policia,1527023,Delegado-Chefe Adjunto,DFA-14,O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome I-nome O O B-matricula O O B-matricula_SIAPE O O O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o Delegado de Policia DANIEL GOMES, matricula 57.663-8, SIAPE 1411329, para exercer o Cargo em Comissao, Simbolo DFG-17, de Delegado-Chefe, da 17a Delegacia de Policia, do Departamento de Policia Circunscricional, da Policia Civil do Distrito Federal.","17a Delegacia de Policia, do Departamento de Policia Circunscricional",Policia Civil do Distrito Federal,DANIEL GOMES,"57.663-8,",Delegado de Policia,1411329,Delegado-Chefe,DFG-17,O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo B-nome I-nome O O B-matricula I-matricula O B-matricula_SIAPE O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o Delegado de Policia ROBERT ARAUJO MENESES, matricula 57.292-6, SIAPE 1411021, para exercer o Cargo em Comissao, Simbolo DFA-14, de Delegado-Chefe Adjunto, da 17a Delegacia de Policia, do Departamento de Policia Circunscricional, da Policia Civil do Distrito Federal.","17a Delegacia de Policia, do Departamento de Policia Circunscricional",Policia Civil do Distrito Federal,ROBERT ARAUJO MENESES,57.292-6,Delegado de Policia,1411021,Delegado-Chefe Adjunto,DFA-14,O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome O O B-matricula O O B-matricula_SIAPE O O O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o Delegado de Policia ALEXANDRE DIAS NOGUEIRA, matricula 58.341-3, SIAPE 1411870, para exercer o Cargo em Comissao, Simbolo DFG-17, de Delegado-Chefe, -Chefe, da 21a Delegacia de Policia, do Departamento de Policia Circunscricional, da Policia Civil do Distrito Federal.","21a Delegacia de Policia, do Departamento de Policia Circunscricional",Policia Civil do Distrito Federal,ALEXANDRE DIAS NOGUEIRA,58.341-3,Delegado de Policia,1411870,Delegado-Chefe -Chefe,DFG-17,O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome O O B-matricula O O B-matricula_SIAPE O O O O O O O O O B-simbolo O O B-cargo_comissionado O O O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o Delegado de Policia BRUNO CUNHA CARVALHO E SILVA, matricula 63.6088, 8, SIAPE 1525816, para exercer o Cargo em Comissao, Simbolo DFA-14, de Delegado-Chefe Adjunto, da 21a Delegacia de Policia, do Departamento de Policia Circunscricional, da Policia Civil do Distrito Federal.","21a Delegacia de Policia, do Departamento de Policia Circunscricional",Policia Civil do Distrito Federal,BRUNO CUNHA CARVALHO E SILVA,63.6088 8,Delegado de Policia,1525816,Delegado-Chefe Adjunto,DFA-14,O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O B-matricula_SIAPE O O O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR o Perito Criminal WAGNER DOS SANTOS, matricula 39.594-3, SIAPE 1409749, para exercer o Cargo de Natureza Especial, Simbolo CNE-04, de Diretor, do Departamento de Policia Tecnica, da Policia Civil do Distrito Federal.",Departamento de Policia Tecnica,Policia Civil do Distrito Federal,WAGNER DOS SANTOS,39.594-3,Perito Criminal,1409749,Diretor,CNE-04,O O B-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome O O B-matricula O O B-matricula_SIAPE O O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR ALEX ALONSO ARJA, Administrador, matricula 188.645-2, para exercer o Cargo em Comissao, Simbolo DFG-07, de Chefe, do Nucleo de Controle de Custos, da Gerencia de Pessoas, da Diretoria Administrativa, da Coordenacao Geral de Saude de Taguatinga, da Subsecretaria cretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Controle de Custos, da Gerencia de Pessoas, da Diretoria Administrativa, da Coordenacao Geral de Saude de Taguatinga, da Subsecretaria cretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,ALEX ALONSO ARJA,188.645-2,Administrador,,Chefe,DFG-07,O B-nome I-nome I-nome O B-cargo_efetivo O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR MARIA MIRIAN DE MELO PAIVA, Administrador, matricula 189.871-X, para exercer o Cargo em Comissao, Simbolo DFA-05, de Assessor Tecnico, da Coordenacao Geral de Saude de Taguatinga, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Coordenacao Geral de Saude de Taguatinga, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,MARIA MIRIAN DE MELO PAIVA,189.871-X,Administrador,,Assessor Tecnico,DFA-05,O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR MARCELO MELO REZENDE, Motorista, matricula 140.286-2, para exercer o Cargo em Comissao, Simbolo DFG-07, de Chefe, do Nucleo de Manutencao e Transporte, da Diretoria Administrativa, da Coordenacao Geral de Saude de Brazlandia, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Manutencao e Transporte, da Diretoria Administrativa, da Coordenacao Geral de Saude de Brazlandia, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,MARCELO MELO REZENDE,140.286-2,Motorista,,Chefe,DFG-07,O B-nome I-nome I-nome O B-cargo_efetivo O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR NURIA DEBORA BEZERRA DE SOUZA, Administrador, matricula 1.434.687-7, para exercer o Cargo em Comissao, Simbolo DFG-07, de Chefe, do Nucleo de Apoio Operacional, da Gerencia do Centro de Saude no 11, da Diretoria Regional de Atencao Primaria a Saude, da Coordenacao Geral de Saude da Asa Norte, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Apoio Operacional, da Gerencia do Centro de Saude no 11, da Diretoria Regional de Atencao Primaria a Saude, da Coordenacao Geral de Saude da Asa Norte, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,NURIA DEBORA BEZERRA DE SOUZA,1.434.687-7,Administrador,,Chefe,DFG-07,O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR ZEILA DE SOUZA LIMA, Enfermeira, matricula 125.733-1, para exercer o Cargo em Comissao, Simbolo DFG-11, de Gerente, da Gerencia de Politicas e Programas de Atencao Primaria a Saude, da Diretoria Regional de Atencao Primaria a Saude, da Coordenacao Geral de Saude da Asa Norte, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Gerencia de Politicas e Programas de Atencao Primaria a Saude, da Diretoria Regional de Atencao Primaria a Saude, da Coordenacao Geral de Saude da Asa Norte, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,ZEILA DE SOUZA LIMA,125.733-1,Enfermeira,,Gerente,DFG-11,O B-nome I-nome I-nome I-nome O B-cargo_efetivo O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR VANILDA NATALIA DO NASCIMENTO VASCONCELLOS, Telefonista, matricula 131.987-6, para exercer o Cargo em Comissao, Simbolo DFG-07, de Chefe da Ouvidoria, da Coordenacao Geral de Saude da Asa Norte, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Coordenacao Geral de Saude da Asa Norte, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,VANILDA NATALIA DO NASCIMENTO VASCONCELLOS,131.987-6,Telefonista,,Chefe da Ouvidoria,DFG-07,O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR TANIA MARA RAMOS MARCIAL, Carreira Medica (Familia e Comunidade), matricula 157.164-8, para exercer o Cargo em Comissao, Simbolo DFG-12, de Gerente, da Gerencia do Centro de Saude no 10, da Diretoria Regional de Atencao Primaria a Saude, da Coordenacao Geral de Saude da Asa Norte, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Gerencia do Centro de Saude no 10, da Diretoria Regional de Atencao Primaria a Saude, da Coordenacao Geral de Saude da Asa Norte, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,TANIA MARA RAMOS MARCIAL,157.164-8,Carreira Medica (Familia e Comunidade),,Gerente,DFG-12,O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
62_180.4.9.2012,180,4.9.2012,Ato_Nomeacao_Comissionado,"NOMEAR IVALDO RODRIGUES DE LIMA, Auxiliar de Enfermagem, matricula 133.557-X, para exercer o Cargo em Comissao, Simbolo DFG-12, de Gerente, da Gerencia do Centro de Saude n 04, da Diretoria de Atencao a Saude, da Coordenacao Geral de Saude da Candangolandia, dia, Nucleo Bandeirante, Riacho Fundo e Park Way, da Subsecretaria de Atencao a Saude, da Secretaria de Estado de Saude do Distrito Federal.","Gerencia do Centro de Saude n 04, da Diretoria de Atencao a Saude, da Coordenacao Geral de Saude da Candangolandia, dia, Nucleo Bandeirante, Riacho Fundo e Park Way, da Subsecretaria de Atencao a Saude",Secretaria de Estado de Saude do Distrito Federal,IVALDO RODRIGUES DE LIMA,133.557-X,Auxiliar de Enfermagem,,Gerente,DFG-12,O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
